date,record_status,policy,depot,product,tank_capacity_m3,opening_stock_m3,customer_orders_m3,pipeline_receipts_m3,emergency_truck_receipts_m3,dispatch_m3,unfulfilled_demand_m3,closing_stock_m3,safety_stock_m3,reorder_point_m3,days_of_cover,pipeline_line,pipeline_flow_limit_m3_hr,pipeline_available,pump_available,loading_bays_available,loading_capacity_m3,trucks_requested,trucks_loaded,avg_truck_turnaround_min,queue_time_min,delayed_trucks,batch_triggered,batch_volume_m3,emergency_replenishment,holiday_flag,event_label,rainfall_mm,reference_price_kes_l,day_of_week,month,year,stock_status,autonomous_action,capacity_breach_flag,inventory_reconciliation_error
2021-05-10,SIMULATED_HISTORY,AUTONOMOUS,Kisumu,JET_A1,6516,4532.31,89.84,0.0,0.0,89.84,0.0,4442.47,1433.52,2801.88,49.45,Line 6 (Sinendet-Kisumu),290,1,1,5,4000.0,2,2,61.5,19.5,0,0,0.0,0,0,NORMAL,2.61,97.51,Monday,5,2021,HEALTHY,NONE,0,0
2021-05-11,SIMULATED_HISTORY,AUTONOMOUS,Kisumu,JET_A1,6516,4442.47,98.2,0.0,0.0,98.2,0.0,4344.27,1433.52,2801.88,44.24,Line 6 (Sinendet-Kisumu),290,1,1,5,4000.0,2,2,38.3,0.0,0,0,0.0,0,0,NORMAL,0.07,96.55,Tuesday,5,2021,HEALTHY,NONE,0,0
2021-05-12,SIMULATED_HISTORY,AUTONOMOUS,Kisumu,JET_A1,6516,4344.27,77.63,0.0,0.0,77.63,0.0,4266.64,1433.52,2801.88,54.96,Line 6 (Sinendet-Kisumu),290,1,1,5,4000.0,2,2,58.1,16.1,0,0,0.0,0,0,NORMAL,3.44,96.45,Wednesday,5,2021,HEALTHY,NONE,0,0
2021-05-13,SIMULATED_HISTORY,AUTONOMOUS,Kisumu,JET_A1,6516,4266.64,92.51,0.0,0.0,92.51,0.0,4174.13,1433.52,2801.88,45.12,Line 6 (Sinendet-Kisumu),290,1,1,5,4000.0,2,2,57.7,15.7,0,0,0.0,0,0,NORMAL,0.41,97.82,Thursday,5,2021,HEALTHY,NONE,0,0
2021-05-14,SIMULATED_HISTORY,AUTONOMOUS,Kisumu,JET_A1,6516,4174.13,98.87,0.0,0.0,98.87,0.0,4075.25,1433.52,2801.88,41.22,Line 6 (Sinendet-Kisumu),290,1,1,5,4000.0,2,2,63.3,21.3,0,0,0.0,0,0,NORMAL,4.87,96.21,Friday,5,2021,HEALTHY,NONE,0,0
2021-05-15,SIMULATED_HISTORY,AUTONOMOUS,Kisumu,JET_A1,6516,4075.25,81.54,0.0,0.0,81.54,0.0,3993.71,1433.52,2801.88,48.98,Line 6 (Sinendet-Kisumu),290,1,1,5,4000.0,2,2,54.1,12.1,0,0,0.0,0,0,NORMAL,2.77,97.51,Saturday,5,2021,HEALTHY,NONE,0,0
2021-05-16,SIMULATED_HISTORY,AUTONOMOUS,Kisumu,JET_A1,6516,3993.71,87.19,0.0,0.0,87.19,0.0,3906.52,1433.52,2801.88,44.8,Line 6 (Sinendet-Kisumu),290,1,1,5,4000.0,2,2,51.8,9.8,0,0,0.0,0,0,NORMAL,1.02,97.77,Sunday,5,2021,HEALTHY,NONE,0,0
2021-05-17,SIMULATED_HISTORY,AUTONOMOUS,Kisumu,JET_A1,6516,3906.52,91.26,0.0,0.0,91.26,0.0,3815.27,1433.52,2801.88,41.81,Line 6 (Sinendet-Kisumu),290,1,1,5,4000.0,2,2,44.9,2.9,0,0,0.0,0,0,NORMAL,4.62,96.36,Monday,5,2021,HEALTHY,NONE,0,0
2021-05-18,SIMULATED_HISTORY,AUTONOMOUS,Kisumu,JET_A1,6516,3815.27,87.58,0.0,0.0,87.58,0.0,3727.69,1433.52,2801.88,42.57,Line 6 (Sinendet-Kisumu),290,1,1,5,4000.0,2,2,43.5,1.5,0,0,0.0,0,0,NORMAL,2.28,97.12,Tuesday,5,2021,HEALTHY,NONE,0,0
2021-05-19,SIMULATED_HISTORY,AUTONOMOUS,Kisumu,JET_A1,6516,3727.69,85.42,0.0,0.0,85.42,0.0,3642.27,1433.52,2801.88,42.64,Line 6 (Sinendet-Kisumu),290,1,1,5,4000.0,2,2,35.1,0.0,0,0,0.0,0,0,NORMAL,5.49,99.33,Wednesday,5,2021,HEALTHY,NONE,0,0
2021-05-20,SIMULATED_HISTORY,AUTONOMOUS,Kisumu,JET_A1,6516,3642.27,81.28,0.0,0.0,81.28,0.0,3560.99,1433.52,2801.88,43.81,Line 6 (Sinendet-Kisumu),290,1,1,4,3200.0,2,2,97.4,55.4,0,0,0.0,0,0,LOADING_BAY_OUTAGE,5.27,97.17,Thursday,5,2021,HEALTHY,NONE,0,0
2021-05-21,SIMULATED_HISTORY,AUTONOMOUS,Kisumu,JET_A1,6516,3560.99,102.64,0.0,0.0,102.64,0.0,3458.35,1433.52,2801.88,33.69,Line 6 (Sinendet-Kisumu),290,1,1,5,4000.0,2,2,47.2,5.2,0,0,0.0,0,0,NORMAL,0.53,98.99,Friday,5,2021,HEALTHY,NONE,0,0
2021-05-22,SIMULATED_HISTORY,AUTONOMOUS,Kisumu,JET_A1,6516,3458.35,88.71,0.0,0.0,88.71,0.0,3369.63,1433.52,2801.88,37.98,Line 6 (Sinendet-Kisumu),290,1,1,5,4000.0,2,2,51.8,9.8,0,0,0.0,0,0,NORMAL,12.49,98.41,Saturday,5,2021,HEALTHY,NONE,0,0
2021-05-23,SIMULATED_HISTORY,AUTONOMOUS,Kisumu,JET_A1,6516,3369.63,76.62,0.0,0.0,76.62,0.0,3293.01,1433.52,2801.88,42.98,Line 6 (Sinendet-Kisumu),290,1,1,5,4000.0,2,2,60.2,18.2,0,0,0.0,0,0,NORMAL,1.99,96.64,Sunday,5,2021,HEALTHY,NONE,0,0
2021-05-24,SIMULATED_HISTORY,AUTONOMOUS,Kisumu,JET_A1,6516,3293.01,94.36,0.0,0.0,94.36,0.0,3198.65,1433.52,2801.88,33.9,Line 6 (Sinendet-Kisumu),290,1,1,5,4000.0,2,2,46.1,4.1,0,0,0.0,0,0,NORMAL,1.86,96.83,Monday,5,2021,HEALTHY,NONE,0,0
2021-05-25,SIMULATED_HISTORY,AUTONOMOUS,Kisumu,JET_A1,6516,3198.65,87.96,0.0,0.0,87.96,0.0,3110.69,1433.52,2801.88,35.36,Line 6 (Sinendet-Kisumu),290,1,1,5,4000.0,2,2,36.5,0.0,0,0,0.0,0,0,NORMAL,1.4,97.16,Tuesday,5,2021,HEALTHY,NONE,0,0
2021-05-26,SIMULATED_HISTORY,AUTONOMOUS,Kisumu,JET_A1,6516,3110.69,102.41,0.0,0.0,102.41,0.0,3008.27,1433.52,2801.88,29.37,Line 6 (Sinendet-Kisumu),290,1,1,5,4000.0,2,2,39.1,0.0,0,0,0.0,0,0,NORMAL,3.47,97.02,Wednesday,5,2021,HEALTHY,NONE,0,0
2021-05-27,SIMULATED_HISTORY,AUTONOMOUS,Kisumu,JET_A1,6516,3008.27,91.37,0.0,0.0,91.37,0.0,2916.9,1433.52,2801.88,31.92,Line 6 (Sinendet-Kisumu),290,1,1,5,4000.0,2,2,44.5,2.5,0,0,0.0,0,0,NORMAL,2.23,98.37,Thursday,5,2021,HEALTHY,NONE,0,0
2021-05-28,SIMULATED_HISTORY,AUTONOMOUS,Kisumu,JET_A1,6516,2916.9,91.1,0.0,0.0,91.1,0.0,2825.81,1433.52,2801.88,31.02,Line 6 (Sinendet-Kisumu),290,1,1,5,4000.0,2,2,45.1,3.1,0,0,0.0,0,0,NORMAL,1.92,97.82,Friday,5,2021,HEALTHY,NONE,0,0
2021-05-29,SIMULATED_HISTORY,AUTONOMOUS,Kisumu,JET_A1,6516,2825.81,85.12,0.0,0.0,85.12,0.0,2740.69,1433.52,2801.88,32.2,Line 6 (Sinendet-Kisumu),290,1,1,5,4000.0,2,2,51.2,9.2,0,1,2424.27,0,0,NORMAL,3.31,99.53,Saturday,5,2021,WATCH,CREATE_PIPELINE_BATCH,0,0
2021-05-30,SIMULATED_HISTORY,AUTONOMOUS,Kisumu,JET_A1,6516,2740.69,85.04,0.0,0.0,85.04,0.0,2655.65,1433.52,2801.88,31.23,Line 6 (Sinendet-Kisumu),290,1,1,5,4000.0,2,2,48.4,6.4,0,0,0.0,0,0,NORMAL,0.43,96.8,Sunday,5,2021,WATCH,NONE,0,0
2021-05-31,SIMULATED_HISTORY,AUTONOMOUS,Kisumu,JET_A1,6516,2655.65,93.88,2424.27,0.0,93.88,0.0,4986.04,1433.52,2801.88,53.11,Line 6 (Sinendet-Kisumu),290,1,1,5,4000.0,2,2,54.3,12.3,0,0,0.0,0,0,NORMAL,6.6,99.78,Monday,5,2021,HEALTHY,NONE,0,0
2021-06-01,SIMULATED_HISTORY,AUTONOMOUS,Kisumu,JET_A1,6516,4986.04,104.22,0.0,0.0,104.22,0.0,4881.82,1433.52,2801.88,46.84,Line 6 (Sinendet-Kisumu),290,1,1,5,4000.0,2,2,41.2,0.0,0,0,0.0,0,1,NORMAL,0.3,94.81,Tuesday,6,2021,HEALTHY,NONE,0,0
2021-06-02,SIMULATED_HISTORY,AUTONOMOUS,Kisumu,JET_A1,6516,4881.82,87.45,0.0,0.0,87.45,0.0,4794.36,1433.52,2801.88,54.82,Line 6 (Sinendet-Kisumu),290,1,1,5,4000.0,2,2,56.3,14.3,0,0,0.0,0,0,NORMAL,0.46,95.28,Wednesday,6,2021,HEALTHY,NONE,0,0
2021-06-03,SIMULATED_HISTORY,AUTONOMOUS,Kisumu,JET_A1,6516,4794.36,84.76,0.0,0.0,84.76,0.0,4709.6,1433.52,2801.88,55.56,Line 6 (Sinendet-Kisumu),290,1,1,5,4000.0,2,2,43.8,1.8,0,0,0.0,0,0,NORMAL,3.11,97.64,Thursday,6,2021,HEALTHY,NONE,0,0
2021-06-04,SIMULATED_HISTORY,AUTONOMOUS,Kisumu,JET_A1,6516,4709.6,87.52,0.0,0.0,87.52,0.0,4622.09,1433.52,2801.88,52.81,Line 6 (Sinendet-Kisumu),290,1,1,5,4000.0,2,2,59.9,17.9,0,0,0.0,0,0,NORMAL,2.31,94.93,Friday,6,2021,HEALTHY,NONE,0,0
2021-06-05,SIMULATED_HISTORY,AUTONOMOUS,Kisumu,JET_A1,6516,4622.09,86.82,0.0,0.0,86.82,0.0,4535.26,1433.52,2801.88,52.24,Line 6 (Sinendet-Kisumu),290,1,1,5,4000.0,2,2,54.2,12.2,0,0,0.0,0,0,NORMAL,0.22,98.35,Saturday,6,2021,HEALTHY,NONE,0,0
2021-06-06,SIMULATED_HISTORY,AUTONOMOUS,Kisumu,JET_A1,6516,4535.26,69.87,0.0,0.0,69.87,0.0,4465.4,1433.52,2801.88,63.91,Line 6 (Sinendet-Kisumu),290,1,1,5,4000.0,1,1,48.4,6.4,0,0,0.0,0,0,NORMAL,2.49,96.39,Sunday,6,2021,HEALTHY,NONE,0,0
2021-06-07,SIMULATED_HISTORY,AUTONOMOUS,Kisumu,JET_A1,6516,4465.4,79.53,0.0,0.0,79.53,0.0,4385.87,1433.52,2801.88,55.15,Line 6 (Sinendet-Kisumu),290,1,1,5,4000.0,2,2,66.4,24.4,0,0,0.0,0,0,NORMAL,4.26,95.91,Monday,6,2021,HEALTHY,NONE,0,0
2021-06-08,SIMULATED_HISTORY,AUTONOMOUS,Kisumu,JET_A1,6516,4385.87,95.39,0.0,0.0,95.39,0.0,4290.48,1433.52,2801.88,44.98,Line 6 (Sinendet-Kisumu),290,1,1,5,4000.0,2,2,52.2,10.2,0,0,0.0,0,0,NORMAL,0.16,95.87,Tuesday,6,2021,HEALTHY,NONE,0,0
2021-06-09,SIMULATED_HISTORY,AUTONOMOUS,Kisumu,JET_A1,6516,4290.48,88.63,0.0,0.0,88.63,0.0,4201.85,1433.52,2801.88,47.41,Line 6 (Sinendet-Kisumu),290,1,1,5,4000.0,2,2,58.5,16.5,0,0,0.0,0,0,NORMAL,0.2,95.84,Wednesday,6,2021,HEALTHY,NONE,0,0
2021-06-10,SIMULATED_HISTORY,AUTONOMOUS,Kisumu,JET_A1,6516,4201.85,90.47,0.0,0.0,90.47,0.0,4111.37,1433.52,2801.88,45.44,Line 6 (Sinendet-Kisumu),290,1,1,5,4000.0,2,2,61.4,19.4,0,0,0.0,0,0,NORMAL,0.91,95.99,Thursday,6,2021,HEALTHY,NONE,0,0
2021-06-11,SIMULATED_HISTORY,AUTONOMOUS,Kisumu,JET_A1,6516,4111.37,87.6,0.0,0.0,87.6,0.0,4023.77,1433.52,2801.88,45.93,Line 6 (Sinendet-Kisumu),290,1,1,5,4000.0,2,2,48.2,6.2,0,0,0.0,0,0,NORMAL,2.0,97.43,Friday,6,2021,HEALTHY,NONE,0,0
2021-06-12,SIMULATED_HISTORY,AUTONOMOUS,Kisumu,JET_A1,6516,4023.77,72.43,0.0,0.0,72.43,0.0,3951.34,1433.52,2801.88,54.55,Line 6 (Sinendet-Kisumu),290,1,1,5,4000.0,1,1,49.0,7.0,0,0,0.0,0,0,NORMAL,0.8,95.71,Saturday,6,2021,HEALTHY,NONE,0,0
2021-06-13,SIMULATED_HISTORY,AUTONOMOUS,Kisumu,JET_A1,6516,3951.34,67.46,0.0,0.0,67.46,0.0,3883.88,1433.52,2801.88,57.57,Line 6 (Sinendet-Kisumu),290,1,1,5,4000.0,1,1,51.4,9.4,0,0,0.0,0,0,NORMAL,4.07,94.87,Sunday,6,2021,HEALTHY,NONE,0,0
2021-06-14,SIMULATED_HISTORY,AUTONOMOUS,Kisumu,JET_A1,6516,3883.88,84.04,0.0,0.0,84.04,0.0,3799.84,1433.52,2801.88,45.22,Line 6 (Sinendet-Kisumu),290,1,1,5,4000.0,2,2,36.5,0.0,0,0,0.0,0,0,NORMAL,0.25,96.3,Monday,6,2021,HEALTHY,NONE,0,0
2021-06-15,SIMULATED_HISTORY,AUTONOMOUS,Kisumu,JET_A1,6516,3799.84,89.5,0.0,0.0,89.5,0.0,3710.34,1433.52,2801.88,41.46,Line 6 (Sinendet-Kisumu),290,1,1,5,4000.0,2,2,47.7,5.7,0,0,0.0,0,0,NORMAL,0.03,96.99,Tuesday,6,2021,HEALTHY,NONE,0,0
2021-06-16,SIMULATED_HISTORY,AUTONOMOUS,Kisumu,JET_A1,6516,3710.34,87.46,0.0,0.0,87.46,0.0,3622.89,1433.52,2801.88,41.42,Line 6 (Sinendet-Kisumu),290,1,1,5,4000.0,2,2,47.9,5.9,0,0,0.0,0,0,NORMAL,0.44,98.27,Wednesday,6,2021,HEALTHY,NONE,0,0
2021-06-17,SIMULATED_HISTORY,AUTONOMOUS,Kisumu,JET_A1,6516,3622.89,96.69,0.0,0.0,96.69,0.0,3526.2,1433.52,2801.88,36.47,Line 6 (Sinendet-Kisumu),290,1,1,5,4000.0,2,2,48.1,6.1,0,0,0.0,0,0,NORMAL,1.21,97.19,Thursday,6,2021,HEALTHY,NONE,0,0
2021-06-18,SIMULATED_HISTORY,AUTONOMOUS,Kisumu,JET_A1,6516,3526.2,87.53,0.0,0.0,87.53,0.0,3438.67,1433.52,2801.88,39.29,Line 6 (Sinendet-Kisumu),290,1,1,5,4000.0,2,2,56.2,14.2,0,0,0.0,0,0,NORMAL,2.29,95.4,Friday,6,2021,HEALTHY,NONE,0,0
2021-06-19,SIMULATED_HISTORY,AUTONOMOUS,Kisumu,JET_A1,6516,3438.67,69.91,0.0,0.0,69.91,0.0,3368.76,1433.52,2801.88,48.19,Line 6 (Sinendet-Kisumu),290,1,1,5,4000.0,1,1,52.7,10.7,0,0,0.0,0,0,NORMAL,1.37,97.56,Saturday,6,2021,HEALTHY,NONE,0,0
2021-06-20,SIMULATED_HISTORY,AUTONOMOUS,Kisumu,JET_A1,6516,3368.76,67.03,0.0,0.0,67.03,0.0,3301.73,1433.52,2801.88,49.26,Line 6 (Sinendet-Kisumu),290,1,1,5,4000.0,1,1,50.7,8.7,0,0,0.0,0,0,NORMAL,0.72,93.66,Sunday,6,2021,HEALTHY,NONE,0,0
2021-06-21,SIMULATED_HISTORY,AUTONOMOUS,Kisumu,JET_A1,6516,3301.73,90.07,0.0,0.0,90.07,0.0,3211.66,1433.52,2801.88,35.66,Line 6 (Sinendet-Kisumu),290,1,1,5,4000.0,2,2,44.4,2.4,0,0,0.0,0,0,NORMAL,0.89,95.17,Monday,6,2021,HEALTHY,NONE,0,0
2021-06-22,SIMULATED_HISTORY,AUTONOMOUS,Kisumu,JET_A1,6516,3211.66,83.23,0.0,0.0,83.23,0.0,3128.44,1433.52,2801.88,37.59,Line 6 (Sinendet-Kisumu),290,1,1,5,4000.0,2,2,42.9,0.9,0,0,0.0,0,0,NORMAL,1.87,95.91,Tuesday,6,2021,HEALTHY,NONE,0,0
2021-06-23,SIMULATED_HISTORY,AUTONOMOUS,Kisumu,JET_A1,6516,3128.44,84.46,0.0,0.0,84.46,0.0,3043.98,1433.52,2801.88,36.04,Line 6 (Sinendet-Kisumu),290,1,1,5,4000.0,2,2,45.1,3.1,0,0,0.0,0,0,NORMAL,3.34,96.12,Wednesday,6,2021,HEALTHY,NONE,0,0
2021-06-24,SIMULATED_HISTORY,AUTONOMOUS,Kisumu,JET_A1,6516,3043.98,88.77,0.0,0.0,88.77,0.0,2955.21,1433.52,2801.88,33.29,Line 6 (Sinendet-Kisumu),290,1,1,5,4000.0,2,2,62.6,20.6,0,0,0.0,0,0,NORMAL,1.51,98.55,Thursday,6,2021,HEALTHY,NONE,0,0
2021-06-25,SIMULATED_HISTORY,AUTONOMOUS,Kisumu,JET_A1,6516,2955.21,92.35,0.0,0.0,92.35,0.0,2862.86,1433.52,2801.88,31.0,Line 6 (Sinendet-Kisumu),290,1,1,5,4000.0,2,2,47.0,5.0,0,0,0.0,0,0,NORMAL,0.78,96.07,Friday,6,2021,HEALTHY,NONE,0,0
2021-06-26,SIMULATED_HISTORY,AUTONOMOUS,Kisumu,JET_A1,6516,2862.86,85.51,0.0,0.0,85.51,0.0,2777.35,1433.52,2801.88,32.48,Line 6 (Sinendet-Kisumu),290,1,1,5,4000.0,2,2,51.0,9.0,0,1,2388.58,0,0,NORMAL,2.44,96.09,Saturday,6,2021,WATCH,CREATE_PIPELINE_BATCH,0,0
2021-06-27,SIMULATED_HISTORY,AUTONOMOUS,Kisumu,JET_A1,6516,2777.35,72.7,0.0,0.0,72.7,0.0,2704.65,1433.52,2801.88,37.2,Line 6 (Sinendet-Kisumu),290,1,1,5,4000.0,1,1,55.5,13.5,0,0,0.0,0,0,NORMAL,1.2,96.45,Sunday,6,2021,WATCH,NONE,0,0
2021-06-28,SIMULATED_HISTORY,AUTONOMOUS,Kisumu,JET_A1,6516,2704.65,86.32,2388.58,0.0,86.32,0.0,5006.91,1433.52,2801.88,58.01,Line 6 (Sinendet-Kisumu),290,1,1,5,4000.0,2,2,51.8,9.8,0,0,0.0,0,0,NORMAL,1.56,97.24,Monday,6,2021,HEALTHY,NONE,0,0
2021-06-29,SIMULATED_HISTORY,AUTONOMOUS,Kisumu,JET_A1,6516,5006.91,92.24,0.0,0.0,92.24,0.0,4914.67,1433.52,2801.88,53.28,Line 6 (Sinendet-Kisumu),290,1,1,5,4000.0,2,2,54.1,12.1,0,0,0.0,0,0,NORMAL,0.72,95.01,Tuesday,6,2021,HEALTHY,NONE,0,0
2021-06-30,SIMULATED_HISTORY,AUTONOMOUS,Kisumu,JET_A1,6516,4914.67,87.53,0.0,0.0,87.53,0.0,4827.15,1433.52,2801.88,55.15,Line 6 (Sinendet-Kisumu),290,1,1,5,4000.0,2,2,50.3,8.3,0,0,0.0,0,0,NORMAL,0.69,96.23,Wednesday,6,2021,HEALTHY,NONE,0,0
2021-07-01,SIMULATED_HISTORY,AUTONOMOUS,Kisumu,JET_A1,6516,4827.15,81.23,0.0,0.0,81.23,0.0,4745.92,1433.52,2801.88,58.43,Line 6 (Sinendet-Kisumu),290,1,1,5,4000.0,2,2,48.9,6.9,0,0,0.0,0,0,NORMAL,0.51,94.65,Thursday,7,2021,HEALTHY,NONE,0,0
2021-07-02,SIMULATED_HISTORY,AUTONOMOUS,Kisumu,JET_A1,6516,4745.92,96.47,0.0,0.0,96.47,0.0,4649.44,1433.52,2801.88,48.19,Line 6 (Sinendet-Kisumu),290,1,1,5,4000.0,2,2,52.5,10.5,0,0,0.0,0,0,NORMAL,0.18,96.8,Friday,7,2021,HEALTHY,NONE,0,0
2021-07-03,SIMULATED_HISTORY,AUTONOMOUS,Kisumu,JET_A1,6516,4649.44,85.25,0.0,0.0,85.25,0.0,4564.19,1433.52,2801.88,53.54,Line 6 (Sinendet-Kisumu),290,1,1,5,4000.0,2,2,59.2,17.2,0,0,0.0,0,0,NORMAL,0.3,95.3,Saturday,7,2021,HEALTHY,NONE,0,0
2021-07-04,SIMULATED_HISTORY,AUTONOMOUS,Kisumu,JET_A1,6516,4564.19,74.28,0.0,0.0,74.28,0.0,4489.91,1433.52,2801.88,60.45,Line 6 (Sinendet-Kisumu),290,1,1,5,4000.0,1,1,58.2,16.2,0,0,0.0,0,0,NORMAL,2.02,95.1,Sunday,7,2021,HEALTHY,NONE,0,0
2021-07-05,SIMULATED_HISTORY,AUTONOMOUS,Kisumu,JET_A1,6516,4489.91,88.36,0.0,0.0,88.36,0.0,4401.55,1433.52,2801.88,49.81,Line 6 (Sinendet-Kisumu),290,1,1,5,4000.0,2,2,56.1,14.1,0,0,0.0,0,0,NORMAL,0.81,94.56,Monday,7,2021,HEALTHY,NONE,0,0
2021-07-06,SIMULATED_HISTORY,AUTONOMOUS,Kisumu,JET_A1,6516,4401.55,86.55,0.0,0.0,86.55,0.0,4315.0,1433.52,2801.88,49.85,Line 6 (Sinendet-Kisumu),290,1,1,5,4000.0,2,2,52.4,10.4,0,0,0.0,0,0,NORMAL,0.11,94.02,Tuesday,7,2021,HEALTHY,NONE,0,0
2021-07-07,SIMULATED_HISTORY,AUTONOMOUS,Kisumu,JET_A1,6516,4315.0,84.38,0.0,0.0,84.38,0.0,4230.62,1433.52,2801.88,50.14,Line 6 (Sinendet-Kisumu),290,1,1,5,4000.0,2,2,43.5,1.5,0,0,0.0,0,0,NORMAL,0.04,93.36,Wednesday,7,2021,HEALTHY,NONE,0,0
2021-07-08,SIMULATED_HISTORY,AUTONOMOUS,Kisumu,JET_A1,6516,4230.62,93.21,0.0,0.0,93.21,0.0,4137.41,1433.52,2801.88,44.39,Line 6 (Sinendet-Kisumu),290,1,1,5,4000.0,2,2,47.1,5.1,0,0,0.0,0,0,NORMAL,2.92,95.53,Thursday,7,2021,HEALTHY,NONE,0,0
2021-07-09,SIMULATED_HISTORY,AUTONOMOUS,Kisumu,JET_A1,6516,4137.41,106.14,0.0,0.0,106.14,0.0,4031.27,1433.52,2801.88,37.98,Line 6 (Sinendet-Kisumu),290,1,1,5,4000.0,2,2,43.6,1.6,0,0,0.0,0,0,NORMAL,0.67,94.2,Friday,7,2021,HEALTHY,NONE,0,0
2021-07-10,SIMULATED_HISTORY,AUTONOMOUS,Kisumu,JET_A1,6516,4031.27,78.83,0.0,0.0,78.83,0.0,3952.44,1433.52,2801.88,50.14,Line 6 (Sinendet-Kisumu),290,1,1,5,4000.0,2,2,57.3,15.3,0,0,0.0,0,0,NORMAL,0.79,96.21,Saturday,7,2021,HEALTHY,NONE,0,0
2021-07-11,SIMULATED_HISTORY,AUTONOMOUS,Kisumu,JET_A1,6516,3952.44,74.84,0.0,0.0,74.84,0.0,3877.6,1433.52,2801.88,51.82,Line 6 (Sinendet-Kisumu),290,1,1,5,4000.0,1,1,50.1,8.1,0,0,0.0,0,0,NORMAL,0.26,95.46,Sunday,7,2021,HEALTHY,NONE,0,0
2021-07-12,SIMULATED_HISTORY,AUTONOMOUS,Kisumu,JET_A1,6516,3877.6,89.45,0.0,0.0,89.45,0.0,3788.15,1433.52,2801.88,42.35,Line 6 (Sinendet-Kisumu),290,1,1,5,4000.0,2,2,51.1,9.1,0,0,0.0,0,0,NORMAL,0.13,94.39,Monday,7,2021,HEALTHY,NONE,0,0
2021-07-13,SIMULATED_HISTORY,AUTONOMOUS,Kisumu,JET_A1,6516,3788.15,87.02,0.0,0.0,87.02,0.0,3701.12,1433.52,2801.88,42.53,Line 6 (Sinendet-Kisumu),290,1,1,5,4000.0,2,2,39.5,0.0,0,0,0.0,0,0,NORMAL,1.21,94.07,Tuesday,7,2021,HEALTHY,NONE,0,0
2021-07-14,SIMULATED_HISTORY,AUTONOMOUS,Kisumu,JET_A1,6516,3701.12,99.94,0.0,0.0,99.94,0.0,3601.19,1433.52,2801.88,36.03,Line 6 (Sinendet-Kisumu),290,1,1,5,4000.0,2,2,52.0,10.0,0,0,0.0,0,0,NORMAL,2.69,95.32,Wednesday,7,2021,HEALTHY,NONE,0,0
2021-07-15,SIMULATED_HISTORY,AUTONOMOUS,Kisumu,JET_A1,6516,3601.19,90.36,0.0,0.0,90.36,0.0,3510.82,1433.52,2801.88,38.85,Line 6 (Sinendet-Kisumu),290,1,1,5,4000.0,2,2,61.0,19.0,0,0,0.0,0,0,NORMAL,4.75,94.83,Thursday,7,2021,HEALTHY,NONE,0,0
2021-07-16,SIMULATED_HISTORY,AUTONOMOUS,Kisumu,JET_A1,6516,3510.82,105.6,0.0,0.0,105.6,0.0,3405.22,1433.52,2801.88,32.25,Line 6 (Sinendet-Kisumu),290,1,1,5,4000.0,2,2,44.7,2.7,0,0,0.0,0,0,NORMAL,0.53,95.3,Friday,7,2021,HEALTHY,NONE,0,0
2021-07-17,SIMULATED_HISTORY,AUTONOMOUS,Kisumu,JET_A1,6516,3405.22,76.92,0.0,0.0,76.92,0.0,3328.3,1433.52,2801.88,43.27,Line 6 (Sinendet-Kisumu),290,1,1,5,4000.0,2,2,62.3,20.3,0,0,0.0,0,0,NORMAL,0.69,94.07,Saturday,7,2021,HEALTHY,NONE,0,0
2021-07-18,SIMULATED_HISTORY,AUTONOMOUS,Kisumu,JET_A1,6516,3328.3,77.53,0.0,0.0,77.53,0.0,3250.77,1433.52,2801.88,41.93,Line 6 (Sinendet-Kisumu),290,1,1,5,4000.0,2,2,58.7,16.7,0,0,0.0,0,0,NORMAL,3.92,92.6,Sunday,7,2021,HEALTHY,NONE,0,0
2021-07-19,SIMULATED_HISTORY,AUTONOMOUS,Kisumu,JET_A1,6516,3250.77,85.33,0.0,0.0,85.33,0.0,3165.44,1433.52,2801.88,37.1,Line 6 (Sinendet-Kisumu),290,1,1,4,3200.0,2,2,99.6,57.6,0,0,0.0,0,0,LOADING_BAY_OUTAGE,2.09,95.15,Monday,7,2021,HEALTHY,NONE,0,0
2021-07-20,SIMULATED_HISTORY,AUTONOMOUS,Kisumu,JET_A1,6516,3165.44,82.82,0.0,0.0,82.82,0.0,3082.62,1433.52,2801.88,37.22,Line 6 (Sinendet-Kisumu),290,1,1,5,4000.0,2,2,50.5,8.5,0,0,0.0,0,0,NORMAL,1.33,93.64,Tuesday,7,2021,HEALTHY,NONE,0,0
2021-07-21,SIMULATED_HISTORY,AUTONOMOUS,Kisumu,JET_A1,6516,3082.62,91.96,0.0,0.0,91.96,0.0,2990.66,1433.52,2801.88,32.52,Line 6 (Sinendet-Kisumu),290,1,1,5,4000.0,2,2,54.0,12.0,0,0,0.0,0,0,NORMAL,1.35,95.07,Wednesday,7,2021,HEALTHY,NONE,0,0
2021-07-22,SIMULATED_HISTORY,AUTONOMOUS,Kisumu,JET_A1,6516,2990.66,95.29,0.0,0.0,95.29,0.0,2895.37,1433.52,2801.88,30.39,Line 6 (Sinendet-Kisumu),290,1,1,5,4000.0,2,2,46.8,4.8,0,0,0.0,0,0,NORMAL,0.59,94.08,Thursday,7,2021,HEALTHY,NONE,0,0
