batch_id,policy,trigger_date,origin,destination,product,pipeline_line,flow_limit_m3_hr,scheduled_volume_m3,scheduled_arrival_date,actual_arrival_date,delay_days,delivered_volume_m3,reason,automated_trigger,status
AUT-B-001736,AUTONOMOUS,2022-09-08,Mombasa/Kipevu,Nairobi,AGO,Line 5 (Mombasa-Nairobi),1000,16000.0,2022-09-09,2022-09-10,1,16000.0,REORDER_POINT_BREACH,1,COMPLETED
AUT-B-001737,AUTONOMOUS,2022-09-14,Mombasa/Kipevu,Nairobi,AGO,Line 5 (Mombasa-Nairobi),1000,16000.0,2022-09-15,2022-09-15,0,16000.0,REORDER_POINT_BREACH,1,COMPLETED
AUT-B-001738,AUTONOMOUS,2022-09-20,Mombasa/Kipevu,Nairobi,AGO,Line 5 (Mombasa-Nairobi),1000,16000.0,2022-09-21,2022-09-21,0,16000.0,REORDER_POINT_BREACH,1,COMPLETED
AUT-B-001739,AUTONOMOUS,2022-09-26,Mombasa/Kipevu,Nairobi,AGO,Line 5 (Mombasa-Nairobi),1000,16000.0,2022-09-27,2022-09-28,1,16000.0,REORDER_POINT_BREACH,1,COMPLETED
AUT-B-001740,AUTONOMOUS,2022-10-02,Mombasa/Kipevu,Nairobi,AGO,Line 5 (Mombasa-Nairobi),1000,16000.0,2022-10-03,2022-10-03,0,16000.0,REORDER_POINT_BREACH,1,COMPLETED
AUT-B-001741,AUTONOMOUS,2022-10-07,Mombasa/Kipevu,Nairobi,AGO,Line 5 (Mombasa-Nairobi),1000,16000.0,2022-10-08,2022-10-08,0,16000.0,REORDER_POINT_BREACH,1,COMPLETED
AUT-B-001742,AUTONOMOUS,2022-10-12,Mombasa/Kipevu,Nairobi,AGO,Line 5 (Mombasa-Nairobi),1000,16000.0,2022-10-13,2022-10-13,0,16000.0,REORDER_POINT_BREACH,1,COMPLETED
AUT-B-001743,AUTONOMOUS,2022-10-17,Mombasa/Kipevu,Nairobi,AGO,Line 5 (Mombasa-Nairobi),1000,16000.0,2022-10-18,2022-10-18,0,16000.0,REORDER_POINT_BREACH,1,COMPLETED
AUT-B-001744,AUTONOMOUS,2022-10-21,Mombasa/Kipevu,Nairobi,AGO,Line 5 (Mombasa-Nairobi),1000,16000.0,2022-10-22,2022-10-22,0,16000.0,REORDER_POINT_BREACH,1,COMPLETED
AUT-B-001745,AUTONOMOUS,2022-10-26,Mombasa/Kipevu,Nairobi,AGO,Line 5 (Mombasa-Nairobi),1000,16000.0,2022-10-27,2022-10-27,0,16000.0,REORDER_POINT_BREACH,1,COMPLETED
AUT-B-001746,AUTONOMOUS,2022-10-31,Mombasa/Kipevu,Nairobi,AGO,Line 5 (Mombasa-Nairobi),1000,16000.0,2022-11-01,2022-11-01,0,16000.0,REORDER_POINT_BREACH,1,COMPLETED
AUT-B-001747,AUTONOMOUS,2022-11-06,Mombasa/Kipevu,Nairobi,AGO,Line 5 (Mombasa-Nairobi),1000,16000.0,2022-11-07,2022-11-07,0,16000.0,REORDER_POINT_BREACH,1,COMPLETED
AUT-B-001748,AUTONOMOUS,2022-11-12,Mombasa/Kipevu,Nairobi,AGO,Line 5 (Mombasa-Nairobi),1000,16000.0,2022-11-13,2022-11-13,0,16000.0,REORDER_POINT_BREACH,1,COMPLETED
AUT-B-001749,AUTONOMOUS,2022-11-18,Mombasa/Kipevu,Nairobi,AGO,Line 5 (Mombasa-Nairobi),1000,16000.0,2022-11-19,2022-11-19,0,16000.0,REORDER_POINT_BREACH,1,COMPLETED
AUT-B-001750,AUTONOMOUS,2022-11-24,Mombasa/Kipevu,Nairobi,AGO,Line 5 (Mombasa-Nairobi),1000,16000.0,2022-11-25,2022-11-26,1,16000.0,REORDER_POINT_BREACH,1,COMPLETED
AUT-B-001751,AUTONOMOUS,2022-11-30,Mombasa/Kipevu,Nairobi,AGO,Line 5 (Mombasa-Nairobi),1000,16000.0,2022-12-01,2022-12-01,0,16000.0,REORDER_POINT_BREACH,1,COMPLETED
AUT-B-001752,AUTONOMOUS,2022-12-05,Mombasa/Kipevu,Nairobi,AGO,Line 5 (Mombasa-Nairobi),1000,16000.0,2022-12-06,2022-12-06,0,16000.0,REORDER_POINT_BREACH,1,COMPLETED
AUT-B-001753,AUTONOMOUS,2022-12-11,Mombasa/Kipevu,Nairobi,AGO,Line 5 (Mombasa-Nairobi),1000,16000.0,2022-12-12,2022-12-12,0,16000.0,REORDER_POINT_BREACH,1,COMPLETED
AUT-B-001754,AUTONOMOUS,2022-12-16,Mombasa/Kipevu,Nairobi,AGO,Line 5 (Mombasa-Nairobi),1000,16000.0,2022-12-17,2022-12-17,0,16000.0,REORDER_POINT_BREACH,1,COMPLETED
AUT-B-001755,AUTONOMOUS,2022-12-22,Mombasa/Kipevu,Nairobi,AGO,Line 5 (Mombasa-Nairobi),1000,16000.0,2022-12-23,2022-12-23,0,16000.0,REORDER_POINT_BREACH,1,COMPLETED
AUT-B-001756,AUTONOMOUS,2022-12-27,Mombasa/Kipevu,Nairobi,AGO,Line 5 (Mombasa-Nairobi),1000,16000.0,2022-12-28,2022-12-28,0,16000.0,REORDER_POINT_BREACH,1,COMPLETED
AUT-B-001757,AUTONOMOUS,2023-01-02,Mombasa/Kipevu,Nairobi,AGO,Line 5 (Mombasa-Nairobi),1000,16000.0,2023-01-03,2023-01-03,0,16000.0,REORDER_POINT_BREACH,1,COMPLETED
AUT-B-001758,AUTONOMOUS,2023-01-07,Mombasa/Kipevu,Nairobi,AGO,Line 5 (Mombasa-Nairobi),1000,16000.0,2023-01-08,2023-01-08,0,16000.0,REORDER_POINT_BREACH,1,COMPLETED
AUT-B-001759,AUTONOMOUS,2023-01-13,Mombasa/Kipevu,Nairobi,AGO,Line 5 (Mombasa-Nairobi),1000,16000.0,2023-01-14,2023-01-14,0,16000.0,REORDER_POINT_BREACH,1,COMPLETED
AUT-B-001760,AUTONOMOUS,2023-01-18,Mombasa/Kipevu,Nairobi,AGO,Line 5 (Mombasa-Nairobi),1000,16000.0,2023-01-19,2023-01-19,0,16000.0,REORDER_POINT_BREACH,1,COMPLETED
AUT-B-001761,AUTONOMOUS,2023-01-23,Mombasa/Kipevu,Nairobi,AGO,Line 5 (Mombasa-Nairobi),1000,16000.0,2023-01-24,2023-01-24,0,16000.0,REORDER_POINT_BREACH,1,COMPLETED
AUT-B-001762,AUTONOMOUS,2023-01-29,Mombasa/Kipevu,Nairobi,AGO,Line 5 (Mombasa-Nairobi),1000,16000.0,2023-01-30,2023-01-30,0,16000.0,REORDER_POINT_BREACH,1,COMPLETED
AUT-B-001763,AUTONOMOUS,2023-02-03,Mombasa/Kipevu,Nairobi,AGO,Line 5 (Mombasa-Nairobi),1000,16000.0,2023-02-04,2023-02-04,0,16000.0,REORDER_POINT_BREACH,1,COMPLETED
AUT-B-001764,AUTONOMOUS,2023-02-09,Mombasa/Kipevu,Nairobi,AGO,Line 5 (Mombasa-Nairobi),1000,16000.0,2023-02-10,2023-02-10,0,16000.0,REORDER_POINT_BREACH,1,COMPLETED
AUT-B-001765,AUTONOMOUS,2023-02-15,Mombasa/Kipevu,Nairobi,AGO,Line 5 (Mombasa-Nairobi),1000,16000.0,2023-02-16,2023-02-17,1,16000.0,REORDER_POINT_BREACH,1,COMPLETED
AUT-B-001766,AUTONOMOUS,2023-02-21,Mombasa/Kipevu,Nairobi,AGO,Line 5 (Mombasa-Nairobi),1000,16000.0,2023-02-22,2023-02-22,0,16000.0,REORDER_POINT_BREACH,1,COMPLETED
AUT-B-001767,AUTONOMOUS,2023-02-27,Mombasa/Kipevu,Nairobi,AGO,Line 5 (Mombasa-Nairobi),1000,16000.0,2023-02-28,2023-02-28,0,16000.0,REORDER_POINT_BREACH,1,COMPLETED
AUT-B-001768,AUTONOMOUS,2023-03-06,Mombasa/Kipevu,Nairobi,AGO,Line 5 (Mombasa-Nairobi),1000,16000.0,2023-03-07,2023-03-07,0,16000.0,REORDER_POINT_BREACH,1,COMPLETED
AUT-B-001769,AUTONOMOUS,2023-03-11,Mombasa/Kipevu,Nairobi,AGO,Line 5 (Mombasa-Nairobi),1000,16000.0,2023-03-12,2023-03-12,0,16000.0,REORDER_POINT_BREACH,1,COMPLETED
AUT-B-001770,AUTONOMOUS,2023-03-17,Mombasa/Kipevu,Nairobi,AGO,Line 5 (Mombasa-Nairobi),1000,16000.0,2023-03-18,2023-03-18,0,16000.0,REORDER_POINT_BREACH,1,COMPLETED
AUT-B-001771,AUTONOMOUS,2023-03-22,Mombasa/Kipevu,Nairobi,AGO,Line 5 (Mombasa-Nairobi),1000,16000.0,2023-03-23,2023-03-23,0,16000.0,REORDER_POINT_BREACH,1,COMPLETED
AUT-B-001772,AUTONOMOUS,2023-03-28,Mombasa/Kipevu,Nairobi,AGO,Line 5 (Mombasa-Nairobi),1000,16000.0,2023-03-29,2023-03-29,0,16000.0,REORDER_POINT_BREACH,1,COMPLETED
AUT-B-001773,AUTONOMOUS,2023-04-03,Mombasa/Kipevu,Nairobi,AGO,Line 5 (Mombasa-Nairobi),1000,16000.0,2023-04-04,2023-04-04,0,16000.0,REORDER_POINT_BREACH,1,COMPLETED
AUT-B-001774,AUTONOMOUS,2023-04-09,Mombasa/Kipevu,Nairobi,AGO,Line 5 (Mombasa-Nairobi),1000,16000.0,2023-04-10,2023-04-10,0,16000.0,REORDER_POINT_BREACH,1,COMPLETED
AUT-B-001775,AUTONOMOUS,2023-04-14,Mombasa/Kipevu,Nairobi,AGO,Line 5 (Mombasa-Nairobi),1000,16000.0,2023-04-15,2023-04-15,0,16000.0,REORDER_POINT_BREACH,1,COMPLETED
AUT-B-001776,AUTONOMOUS,2023-04-20,Mombasa/Kipevu,Nairobi,AGO,Line 5 (Mombasa-Nairobi),1000,16000.0,2023-04-21,2023-04-21,0,16000.0,REORDER_POINT_BREACH,1,COMPLETED
AUT-B-001777,AUTONOMOUS,2023-04-26,Mombasa/Kipevu,Nairobi,AGO,Line 5 (Mombasa-Nairobi),1000,16000.0,2023-04-27,2023-04-27,0,16000.0,REORDER_POINT_BREACH,1,COMPLETED
AUT-B-001778,AUTONOMOUS,2023-05-02,Mombasa/Kipevu,Nairobi,AGO,Line 5 (Mombasa-Nairobi),1000,16000.0,2023-05-03,2023-05-04,1,16000.0,REORDER_POINT_BREACH,1,COMPLETED
AUT-B-001779,AUTONOMOUS,2023-05-07,Mombasa/Kipevu,Nairobi,AGO,Line 5 (Mombasa-Nairobi),1000,16000.0,2023-05-08,2023-05-08,0,16000.0,REORDER_POINT_BREACH,1,COMPLETED
AUT-B-001780,AUTONOMOUS,2023-05-13,Mombasa/Kipevu,Nairobi,AGO,Line 5 (Mombasa-Nairobi),1000,16000.0,2023-05-14,2023-05-14,0,16000.0,REORDER_POINT_BREACH,1,COMPLETED
AUT-B-001781,AUTONOMOUS,2023-05-18,Mombasa/Kipevu,Nairobi,AGO,Line 5 (Mombasa-Nairobi),1000,16000.0,2023-05-19,2023-05-19,0,16000.0,REORDER_POINT_BREACH,1,COMPLETED
AUT-B-001782,AUTONOMOUS,2023-05-24,Mombasa/Kipevu,Nairobi,AGO,Line 5 (Mombasa-Nairobi),1000,16000.0,2023-05-25,2023-05-25,0,16000.0,REORDER_POINT_BREACH,1,COMPLETED
AUT-B-001783,AUTONOMOUS,2023-05-30,Mombasa/Kipevu,Nairobi,AGO,Line 5 (Mombasa-Nairobi),1000,16000.0,2023-05-31,2023-05-31,0,16000.0,REORDER_POINT_BREACH,1,COMPLETED
AUT-B-001784,AUTONOMOUS,2023-06-05,Mombasa/Kipevu,Nairobi,AGO,Line 5 (Mombasa-Nairobi),1000,16000.0,2023-06-06,2023-06-06,0,16000.0,REORDER_POINT_BREACH,1,COMPLETED
AUT-B-001785,AUTONOMOUS,2023-06-11,Mombasa/Kipevu,Nairobi,AGO,Line 5 (Mombasa-Nairobi),1000,16000.0,2023-06-12,2023-06-12,0,16000.0,REORDER_POINT_BREACH,1,COMPLETED
AUT-B-001786,AUTONOMOUS,2023-06-17,Mombasa/Kipevu,Nairobi,AGO,Line 5 (Mombasa-Nairobi),1000,16000.0,2023-06-18,2023-06-18,0,16000.0,REORDER_POINT_BREACH,1,COMPLETED
AUT-B-001787,AUTONOMOUS,2023-06-23,Mombasa/Kipevu,Nairobi,AGO,Line 5 (Mombasa-Nairobi),1000,16000.0,2023-06-24,2023-06-24,0,16000.0,REORDER_POINT_BREACH,1,COMPLETED
AUT-B-001788,AUTONOMOUS,2023-06-29,Mombasa/Kipevu,Nairobi,AGO,Line 5 (Mombasa-Nairobi),1000,16000.0,2023-06-30,2023-06-30,0,16000.0,REORDER_POINT_BREACH,1,COMPLETED
AUT-B-001789,AUTONOMOUS,2023-07-05,Mombasa/Kipevu,Nairobi,AGO,Line 5 (Mombasa-Nairobi),1000,16000.0,2023-07-06,2023-07-06,0,16000.0,REORDER_POINT_BREACH,1,COMPLETED
AUT-B-001790,AUTONOMOUS,2023-07-11,Mombasa/Kipevu,Nairobi,AGO,Line 5 (Mombasa-Nairobi),1000,16000.0,2023-07-12,2023-07-13,1,16000.0,REORDER_POINT_BREACH,1,COMPLETED
AUT-B-001791,AUTONOMOUS,2023-07-16,Mombasa/Kipevu,Nairobi,AGO,Line 5 (Mombasa-Nairobi),1000,16000.0,2023-07-17,2023-07-17,0,16000.0,REORDER_POINT_BREACH,1,COMPLETED
AUT-B-001792,AUTONOMOUS,2023-07-22,Mombasa/Kipevu,Nairobi,AGO,Line 5 (Mombasa-Nairobi),1000,16000.0,2023-07-23,2023-07-23,0,16000.0,REORDER_POINT_BREACH,1,COMPLETED
AUT-B-001793,AUTONOMOUS,2023-07-28,Mombasa/Kipevu,Nairobi,AGO,Line 5 (Mombasa-Nairobi),1000,16000.0,2023-07-29,2023-07-29,0,16000.0,REORDER_POINT_BREACH,1,COMPLETED
AUT-B-001794,AUTONOMOUS,2023-08-02,Mombasa/Kipevu,Nairobi,AGO,Line 5 (Mombasa-Nairobi),1000,16000.0,2023-08-03,2023-08-03,0,16000.0,REORDER_POINT_BREACH,1,COMPLETED
AUT-B-001795,AUTONOMOUS,2023-08-08,Mombasa/Kipevu,Nairobi,AGO,Line 5 (Mombasa-Nairobi),1000,16000.0,2023-08-09,2023-08-09,0,16000.0,REORDER_POINT_BREACH,1,COMPLETED
AUT-B-001796,AUTONOMOUS,2023-08-14,Mombasa/Kipevu,Nairobi,AGO,Line 5 (Mombasa-Nairobi),1000,16000.0,2023-08-15,2023-08-15,0,16000.0,REORDER_POINT_BREACH,1,COMPLETED
AUT-B-001797,AUTONOMOUS,2023-08-20,Mombasa/Kipevu,Nairobi,AGO,Line 5 (Mombasa-Nairobi),1000,16000.0,2023-08-21,2023-08-21,0,16000.0,REORDER_POINT_BREACH,1,COMPLETED
AUT-B-001798,AUTONOMOUS,2023-08-25,Mombasa/Kipevu,Nairobi,AGO,Line 5 (Mombasa-Nairobi),1000,16000.0,2023-08-26,2023-08-26,0,16000.0,REORDER_POINT_BREACH,1,COMPLETED
AUT-B-001799,AUTONOMOUS,2023-08-31,Mombasa/Kipevu,Nairobi,AGO,Line 5 (Mombasa-Nairobi),1000,16000.0,2023-09-01,2023-09-02,1,16000.0,REORDER_POINT_BREACH,1,COMPLETED
AUT-B-001800,AUTONOMOUS,2023-09-05,Mombasa/Kipevu,Nairobi,AGO,Line 5 (Mombasa-Nairobi),1000,16000.0,2023-09-06,2023-09-06,0,16000.0,REORDER_POINT_BREACH,1,COMPLETED
AUT-B-001801,AUTONOMOUS,2023-09-11,Mombasa/Kipevu,Nairobi,AGO,Line 5 (Mombasa-Nairobi),1000,16000.0,2023-09-12,2023-09-12,0,16000.0,REORDER_POINT_BREACH,1,COMPLETED
AUT-B-001802,AUTONOMOUS,2023-09-17,Mombasa/Kipevu,Nairobi,AGO,Line 5 (Mombasa-Nairobi),1000,16000.0,2023-09-18,2023-09-18,0,16000.0,REORDER_POINT_BREACH,1,COMPLETED
AUT-B-001803,AUTONOMOUS,2023-09-23,Mombasa/Kipevu,Nairobi,AGO,Line 5 (Mombasa-Nairobi),1000,16000.0,2023-09-24,2023-09-24,0,16000.0,REORDER_POINT_BREACH,1,COMPLETED
AUT-B-001804,AUTONOMOUS,2023-09-29,Mombasa/Kipevu,Nairobi,AGO,Line 5 (Mombasa-Nairobi),1000,16000.0,2023-09-30,2023-09-30,0,16000.0,REORDER_POINT_BREACH,1,COMPLETED
AUT-B-001805,AUTONOMOUS,2023-10-04,Mombasa/Kipevu,Nairobi,AGO,Line 5 (Mombasa-Nairobi),1000,16000.0,2023-10-05,2023-10-05,0,16000.0,REORDER_POINT_BREACH,1,COMPLETED
AUT-B-001806,AUTONOMOUS,2023-10-09,Mombasa/Kipevu,Nairobi,AGO,Line 5 (Mombasa-Nairobi),1000,16000.0,2023-10-10,2023-10-10,0,16000.0,REORDER_POINT_BREACH,1,COMPLETED
AUT-B-001807,AUTONOMOUS,2023-10-14,Mombasa/Kipevu,Nairobi,AGO,Line 5 (Mombasa-Nairobi),1000,16000.0,2023-10-15,2023-10-15,0,16000.0,REORDER_POINT_BREACH,1,COMPLETED
AUT-B-001808,AUTONOMOUS,2023-10-19,Mombasa/Kipevu,Nairobi,AGO,Line 5 (Mombasa-Nairobi),1000,16000.0,2023-10-20,2023-10-21,1,16000.0,REORDER_POINT_BREACH,1,COMPLETED
AUT-B-001809,AUTONOMOUS,2023-10-24,Mombasa/Kipevu,Nairobi,AGO,Line 5 (Mombasa-Nairobi),1000,16000.0,2023-10-25,2023-10-25,0,16000.0,REORDER_POINT_BREACH,1,COMPLETED
AUT-B-001810,AUTONOMOUS,2023-10-30,Mombasa/Kipevu,Nairobi,AGO,Line 5 (Mombasa-Nairobi),1000,16000.0,2023-10-31,2023-10-31,0,16000.0,REORDER_POINT_BREACH,1,COMPLETED
AUT-B-001811,AUTONOMOUS,2023-11-04,Mombasa/Kipevu,Nairobi,AGO,Line 5 (Mombasa-Nairobi),1000,16000.0,2023-11-05,2023-11-05,0,16000.0,REORDER_POINT_BREACH,1,COMPLETED
AUT-B-001812,AUTONOMOUS,2023-11-10,Mombasa/Kipevu,Nairobi,AGO,Line 5 (Mombasa-Nairobi),1000,16000.0,2023-11-11,2023-11-11,0,16000.0,REORDER_POINT_BREACH,1,COMPLETED
AUT-B-001813,AUTONOMOUS,2023-11-17,Mombasa/Kipevu,Nairobi,AGO,Line 5 (Mombasa-Nairobi),1000,16000.0,2023-11-18,2023-11-18,0,16000.0,REORDER_POINT_BREACH,1,COMPLETED
AUT-B-001814,AUTONOMOUS,2023-11-23,Mombasa/Kipevu,Nairobi,AGO,Line 5 (Mombasa-Nairobi),1000,16000.0,2023-11-24,2023-11-24,0,16000.0,REORDER_POINT_BREACH,1,COMPLETED
AUT-B-001815,AUTONOMOUS,2023-11-28,Mombasa/Kipevu,Nairobi,AGO,Line 5 (Mombasa-Nairobi),1000,16000.0,2023-11-29,2023-11-29,0,16000.0,REORDER_POINT_BREACH,1,COMPLETED
AUT-B-001816,AUTONOMOUS,2023-12-04,Mombasa/Kipevu,Nairobi,AGO,Line 5 (Mombasa-Nairobi),1000,16000.0,2023-12-05,2023-12-05,0,16000.0,REORDER_POINT_BREACH,1,COMPLETED
AUT-B-001817,AUTONOMOUS,2023-12-10,Mombasa/Kipevu,Nairobi,AGO,Line 5 (Mombasa-Nairobi),1000,16000.0,2023-12-11,2023-12-11,0,16000.0,REORDER_POINT_BREACH,1,COMPLETED
AUT-B-001818,AUTONOMOUS,2023-12-16,Mombasa/Kipevu,Nairobi,AGO,Line 5 (Mombasa-Nairobi),1000,16000.0,2023-12-17,2023-12-17,0,16000.0,REORDER_POINT_BREACH,1,COMPLETED
AUT-B-001819,AUTONOMOUS,2023-12-22,Mombasa/Kipevu,Nairobi,AGO,Line 5 (Mombasa-Nairobi),1000,16000.0,2023-12-23,2023-12-23,0,16000.0,REORDER_POINT_BREACH,1,COMPLETED
AUT-B-001820,AUTONOMOUS,2023-12-28,Mombasa/Kipevu,Nairobi,AGO,Line 5 (Mombasa-Nairobi),1000,16000.0,2023-12-29,2023-12-29,0,16000.0,REORDER_POINT_BREACH,1,COMPLETED
AUT-B-001821,AUTONOMOUS,2024-01-02,Mombasa/Kipevu,Nairobi,AGO,Line 5 (Mombasa-Nairobi),1000,16000.0,2024-01-03,2024-01-03,0,16000.0,REORDER_POINT_BREACH,1,COMPLETED
AUT-B-001822,AUTONOMOUS,2024-01-08,Mombasa/Kipevu,Nairobi,AGO,Line 5 (Mombasa-Nairobi),1000,16000.0,2024-01-09,2024-01-09,0,16000.0,REORDER_POINT_BREACH,1,COMPLETED
AUT-B-001823,AUTONOMOUS,2024-01-13,Mombasa/Kipevu,Nairobi,AGO,Line 5 (Mombasa-Nairobi),1000,16000.0,2024-01-14,2024-01-14,0,16000.0,REORDER_POINT_BREACH,1,COMPLETED
AUT-B-001824,AUTONOMOUS,2024-01-19,Mombasa/Kipevu,Nairobi,AGO,Line 5 (Mombasa-Nairobi),1000,16000.0,2024-01-20,2024-01-20,0,16000.0,REORDER_POINT_BREACH,1,COMPLETED
AUT-B-001825,AUTONOMOUS,2024-01-24,Mombasa/Kipevu,Nairobi,AGO,Line 5 (Mombasa-Nairobi),1000,16000.0,2024-01-25,2024-01-25,0,16000.0,REORDER_POINT_BREACH,1,COMPLETED
AUT-B-001826,AUTONOMOUS,2024-01-30,Mombasa/Kipevu,Nairobi,AGO,Line 5 (Mombasa-Nairobi),1000,16000.0,2024-01-31,2024-02-01,1,16000.0,REORDER_POINT_BREACH,1,COMPLETED
AUT-B-001827,AUTONOMOUS,2024-02-05,Mombasa/Kipevu,Nairobi,AGO,Line 5 (Mombasa-Nairobi),1000,16000.0,2024-02-06,2024-02-06,0,16000.0,REORDER_POINT_BREACH,1,COMPLETED
AUT-B-001828,AUTONOMOUS,2024-02-11,Mombasa/Kipevu,Nairobi,AGO,Line 5 (Mombasa-Nairobi),1000,16000.0,2024-02-12,2024-02-12,0,16000.0,REORDER_POINT_BREACH,1,COMPLETED
AUT-B-001829,AUTONOMOUS,2024-02-17,Mombasa/Kipevu,Nairobi,AGO,Line 5 (Mombasa-Nairobi),1000,16000.0,2024-02-18,2024-02-18,0,16000.0,REORDER_POINT_BREACH,1,COMPLETED
AUT-B-001830,AUTONOMOUS,2024-02-24,Mombasa/Kipevu,Nairobi,AGO,Line 5 (Mombasa-Nairobi),1000,16000.0,2024-02-25,2024-02-25,0,16000.0,REORDER_POINT_BREACH,1,COMPLETED
AUT-B-001831,AUTONOMOUS,2024-03-01,Mombasa/Kipevu,Nairobi,AGO,Line 5 (Mombasa-Nairobi),1000,16000.0,2024-03-02,2024-03-02,0,16000.0,REORDER_POINT_BREACH,1,COMPLETED
AUT-B-001832,AUTONOMOUS,2024-03-07,Mombasa/Kipevu,Nairobi,AGO,Line 5 (Mombasa-Nairobi),1000,16000.0,2024-03-08,2024-03-08,0,16000.0,REORDER_POINT_BREACH,1,COMPLETED
AUT-B-001833,AUTONOMOUS,2024-03-13,Mombasa/Kipevu,Nairobi,AGO,Line 5 (Mombasa-Nairobi),1000,16000.0,2024-03-14,2024-03-14,0,16000.0,REORDER_POINT_BREACH,1,COMPLETED
AUT-B-001834,AUTONOMOUS,2024-03-19,Mombasa/Kipevu,Nairobi,AGO,Line 5 (Mombasa-Nairobi),1000,16000.0,2024-03-20,2024-03-20,0,16000.0,REORDER_POINT_BREACH,1,COMPLETED
AUT-B-001835,AUTONOMOUS,2024-03-25,Mombasa/Kipevu,Nairobi,AGO,Line 5 (Mombasa-Nairobi),1000,16000.0,2024-03-26,2024-03-26,0,16000.0,REORDER_POINT_BREACH,1,COMPLETED
AUT-B-001836,AUTONOMOUS,2024-03-30,Mombasa/Kipevu,Nairobi,AGO,Line 5 (Mombasa-Nairobi),1000,16000.0,2024-03-31,2024-03-31,0,16000.0,REORDER_POINT_BREACH,1,COMPLETED
AUT-B-001837,AUTONOMOUS,2024-04-05,Mombasa/Kipevu,Nairobi,AGO,Line 5 (Mombasa-Nairobi),1000,16000.0,2024-04-06,2024-04-06,0,16000.0,REORDER_POINT_BREACH,1,COMPLETED
AUT-B-001838,AUTONOMOUS,2024-04-11,Mombasa/Kipevu,Nairobi,AGO,Line 5 (Mombasa-Nairobi),1000,16000.0,2024-04-12,2024-04-12,0,16000.0,REORDER_POINT_BREACH,1,COMPLETED
AUT-B-001839,AUTONOMOUS,2024-04-17,Mombasa/Kipevu,Nairobi,AGO,Line 5 (Mombasa-Nairobi),1000,16000.0,2024-04-18,2024-04-18,0,16000.0,REORDER_POINT_BREACH,1,COMPLETED
AUT-B-001840,AUTONOMOUS,2024-04-23,Mombasa/Kipevu,Nairobi,AGO,Line 5 (Mombasa-Nairobi),1000,16000.0,2024-04-24,2024-04-24,0,16000.0,REORDER_POINT_BREACH,1,COMPLETED
AUT-B-001841,AUTONOMOUS,2024-04-29,Mombasa/Kipevu,Nairobi,AGO,Line 5 (Mombasa-Nairobi),1000,16000.0,2024-04-30,2024-04-30,0,16000.0,REORDER_POINT_BREACH,1,COMPLETED
AUT-B-001842,AUTONOMOUS,2024-05-04,Mombasa/Kipevu,Nairobi,AGO,Line 5 (Mombasa-Nairobi),1000,16000.0,2024-05-05,2024-05-05,0,16000.0,REORDER_POINT_BREACH,1,COMPLETED
AUT-B-001843,AUTONOMOUS,2024-05-10,Mombasa/Kipevu,Nairobi,AGO,Line 5 (Mombasa-Nairobi),1000,16000.0,2024-05-11,2024-05-12,1,16000.0,REORDER_POINT_BREACH,1,COMPLETED
AUT-B-001844,AUTONOMOUS,2024-05-16,Mombasa/Kipevu,Nairobi,AGO,Line 5 (Mombasa-Nairobi),1000,16000.0,2024-05-17,2024-05-17,0,16000.0,REORDER_POINT_BREACH,1,COMPLETED
AUT-B-001845,AUTONOMOUS,2024-05-21,Mombasa/Kipevu,Nairobi,AGO,Line 5 (Mombasa-Nairobi),1000,16000.0,2024-05-22,2024-05-22,0,16000.0,REORDER_POINT_BREACH,1,COMPLETED
AUT-B-001846,AUTONOMOUS,2024-05-27,Mombasa/Kipevu,Nairobi,AGO,Line 5 (Mombasa-Nairobi),1000,16000.0,2024-05-28,2024-05-28,0,16000.0,REORDER_POINT_BREACH,1,COMPLETED
AUT-B-001847,AUTONOMOUS,2024-06-02,Mombasa/Kipevu,Nairobi,AGO,Line 5 (Mombasa-Nairobi),1000,16000.0,2024-06-03,2024-06-04,1,16000.0,REORDER_POINT_BREACH,1,COMPLETED
AUT-B-001848,AUTONOMOUS,2024-06-08,Mombasa/Kipevu,Nairobi,AGO,Line 5 (Mombasa-Nairobi),1000,16000.0,2024-06-09,2024-06-09,0,16000.0,REORDER_POINT_BREACH,1,COMPLETED
AUT-B-001849,AUTONOMOUS,2024-06-15,Mombasa/Kipevu,Nairobi,AGO,Line 5 (Mombasa-Nairobi),1000,16000.0,2024-06-16,2024-06-16,0,16000.0,REORDER_POINT_BREACH,1,COMPLETED
AUT-B-001850,AUTONOMOUS,2024-06-21,Mombasa/Kipevu,Nairobi,AGO,Line 5 (Mombasa-Nairobi),1000,16000.0,2024-06-22,2024-06-22,0,16000.0,REORDER_POINT_BREACH,1,COMPLETED
AUT-B-001851,AUTONOMOUS,2024-06-27,Mombasa/Kipevu,Nairobi,AGO,Line 5 (Mombasa-Nairobi),1000,16000.0,2024-06-28,2024-06-28,0,16000.0,REORDER_POINT_BREACH,1,COMPLETED
AUT-B-001852,AUTONOMOUS,2024-07-03,Mombasa/Kipevu,Nairobi,AGO,Line 5 (Mombasa-Nairobi),1000,16000.0,2024-07-04,2024-07-04,0,16000.0,REORDER_POINT_BREACH,1,COMPLETED
