date,record_status,depot,product,trucks_requested,trucks_loaded,avg_truck_turnaround_min,queue_time_min,delayed_trucks,dispatch_m3,loading_bays_available,loading_capacity_m3,event_label
2021-10-11,SIMULATED_HISTORY,Kisumu,PMS,20,20,64.9,22.9,1,711.18,5,4000.0,NORMAL
2021-10-12,SIMULATED_HISTORY,Kisumu,PMS,17,17,52.8,10.8,0,605.57,5,4000.0,NORMAL
2021-10-13,SIMULATED_HISTORY,Kisumu,PMS,19,19,38.0,0.0,0,672.05,5,4000.0,NORMAL
2021-10-14,SIMULATED_HISTORY,Kisumu,PMS,19,19,45.8,3.8,0,665.96,5,4000.0,NORMAL
2021-10-15,SIMULATED_HISTORY,Kisumu,PMS,19,19,51.6,9.6,0,679.37,5,4000.0,NORMAL
2021-10-16,SIMULATED_HISTORY,Kisumu,PMS,19,19,57.2,15.2,0,680.86,5,4000.0,NORMAL
2021-10-17,SIMULATED_HISTORY,Kisumu,PMS,17,17,58.0,16.0,0,586.93,5,4000.0,NORMAL
2021-10-18,SIMULATED_HISTORY,Kisumu,PMS,21,21,57.1,15.1,0,743.56,5,4000.0,NORMAL
2021-10-19,SIMULATED_HISTORY,Kisumu,PMS,18,18,57.2,15.2,0,638.6,5,4000.0,NORMAL
2021-10-20,SIMULATED_HISTORY,Kisumu,PMS,20,20,46.8,4.8,0,720.41,5,4000.0,NORMAL
2021-10-21,SIMULATED_HISTORY,Kisumu,PMS,20,20,95.5,53.5,4,695.42,4,3200.0,LOADING_BAY_OUTAGE
2021-10-22,SIMULATED_HISTORY,Kisumu,PMS,21,21,47.4,5.4,0,752.33,5,4000.0,NORMAL
2021-10-23,SIMULATED_HISTORY,Kisumu,PMS,19,19,58.9,16.9,0,658.94,5,4000.0,NORMAL
2021-10-24,SIMULATED_HISTORY,Kisumu,PMS,15,15,52.7,10.7,0,526.04,5,4000.0,NORMAL
2021-10-25,SIMULATED_HISTORY,Kisumu,PMS,19,19,56.7,14.7,0,669.34,5,4000.0,NORMAL
2021-10-26,SIMULATED_HISTORY,Kisumu,PMS,21,21,41.9,0.0,0,751.88,5,4000.0,NORMAL
2021-10-27,SIMULATED_HISTORY,Kisumu,PMS,18,18,54.5,12.5,0,639.27,5,4000.0,NORMAL
2021-10-28,SIMULATED_HISTORY,Kisumu,PMS,19,19,59.3,17.3,0,687.31,5,4000.0,NORMAL
2021-10-29,SIMULATED_HISTORY,Kisumu,PMS,20,20,57.5,15.5,0,723.88,5,4000.0,NORMAL
2021-10-30,SIMULATED_HISTORY,Kisumu,PMS,16,16,51.0,9.0,0,580.87,5,4000.0,NORMAL
2021-10-31,SIMULATED_HISTORY,Kisumu,PMS,16,16,57.7,15.7,0,559.82,5,4000.0,NORMAL
2021-11-01,SIMULATED_HISTORY,Kisumu,PMS,19,19,39.1,0.0,0,675.04,5,4000.0,NORMAL
2021-11-02,SIMULATED_HISTORY,Kisumu,PMS,18,18,40.6,0.0,0,630.79,5,4000.0,NORMAL
2021-11-03,SIMULATED_HISTORY,Kisumu,PMS,19,19,64.3,22.3,1,669.88,5,4000.0,NORMAL
2021-11-04,SIMULATED_HISTORY,Kisumu,PMS,19,19,42.6,0.6,0,674.87,5,4000.0,NORMAL
2021-11-05,SIMULATED_HISTORY,Kisumu,PMS,19,19,53.5,11.5,0,668.4,5,4000.0,NORMAL
2021-11-06,SIMULATED_HISTORY,Kisumu,PMS,16,16,46.3,4.3,0,569.67,5,4000.0,NORMAL
2021-11-07,SIMULATED_HISTORY,Kisumu,PMS,15,15,49.0,7.0,0,516.0,5,4000.0,NORMAL
2021-11-08,SIMULATED_HISTORY,Kisumu,PMS,18,18,50.7,8.7,0,618.87,5,4000.0,NORMAL
2021-11-09,SIMULATED_HISTORY,Kisumu,PMS,18,18,62.5,20.5,1,623.85,5,4000.0,NORMAL
2021-11-10,SIMULATED_HISTORY,Kisumu,PMS,20,20,50.4,8.4,0,703.36,5,4000.0,NORMAL
2021-11-11,SIMULATED_HISTORY,Kisumu,PMS,18,18,51.2,9.2,0,650.16,5,4000.0,NORMAL
2021-11-12,SIMULATED_HISTORY,Kisumu,PMS,20,20,61.3,19.3,1,718.12,5,4000.0,UNPLANNED_PUMP_FAILURE
2021-11-13,SIMULATED_HISTORY,Kisumu,PMS,17,17,64.2,22.2,1,582.82,5,4000.0,NORMAL
2021-11-14,SIMULATED_HISTORY,Kisumu,PMS,15,15,57.4,15.4,0,530.85,5,4000.0,NORMAL
2021-11-15,SIMULATED_HISTORY,Kisumu,PMS,17,17,57.7,15.7,0,583.85,5,4000.0,NORMAL
2021-11-16,SIMULATED_HISTORY,Kisumu,PMS,19,19,55.8,13.8,0,680.78,5,4000.0,NORMAL
2021-11-17,SIMULATED_HISTORY,Kisumu,PMS,17,17,50.3,8.3,0,611.84,5,4000.0,NORMAL
2021-11-18,SIMULATED_HISTORY,Kisumu,PMS,17,17,53.1,11.1,0,617.37,5,4000.0,NORMAL
2021-11-19,SIMULATED_HISTORY,Kisumu,PMS,17,17,42.5,0.5,0,613.69,5,4000.0,NORMAL
2021-11-20,SIMULATED_HISTORY,Kisumu,PMS,15,15,54.6,12.6,0,536.84,5,4000.0,NORMAL
2021-11-21,SIMULATED_HISTORY,Kisumu,PMS,15,15,39.6,0.0,0,536.88,5,4000.0,NORMAL
2021-11-22,SIMULATED_HISTORY,Kisumu,PMS,18,18,50.2,8.2,0,636.75,5,4000.0,NORMAL
2021-11-23,SIMULATED_HISTORY,Kisumu,PMS,18,18,49.4,7.4,0,638.45,5,4000.0,PLANNED_PIPELINE_MAINTENANCE
2021-11-24,SIMULATED_HISTORY,Kisumu,PMS,17,17,52.9,10.9,0,603.25,5,4000.0,NORMAL
2021-11-25,SIMULATED_HISTORY,Kisumu,PMS,19,19,57.9,15.9,0,660.37,5,4000.0,NORMAL
2021-11-26,SIMULATED_HISTORY,Kisumu,PMS,19,19,53.6,11.6,0,680.73,5,4000.0,NORMAL
2021-11-27,SIMULATED_HISTORY,Kisumu,PMS,16,16,52.0,10.0,0,565.14,5,4000.0,NORMAL
2021-11-28,SIMULATED_HISTORY,Kisumu,PMS,15,15,49.9,7.9,0,542.35,5,4000.0,NORMAL
2021-11-29,SIMULATED_HISTORY,Kisumu,PMS,18,18,91.1,49.1,3,634.03,4,3200.0,LOADING_BAY_OUTAGE
2021-11-30,SIMULATED_HISTORY,Kisumu,PMS,17,17,52.1,10.1,0,614.92,5,4000.0,NORMAL
2021-12-01,SIMULATED_HISTORY,Kisumu,PMS,25,25,52.3,10.3,0,888.61,5,4000.0,NORMAL
2021-12-02,SIMULATED_HISTORY,Kisumu,PMS,25,25,46.9,4.9,0,886.61,5,4000.0,NORMAL
2021-12-03,SIMULATED_HISTORY,Kisumu,PMS,22,22,60.2,18.2,1,799.99,5,4000.0,NORMAL
2021-12-04,SIMULATED_HISTORY,Kisumu,PMS,19,19,55.1,13.1,0,679.9,5,4000.0,NORMAL
2021-12-05,SIMULATED_HISTORY,Kisumu,PMS,18,18,60.9,18.9,0,622.22,5,4000.0,NORMAL
2021-12-06,SIMULATED_HISTORY,Kisumu,PMS,23,23,42.4,0.4,0,830.45,5,4000.0,NORMAL
2021-12-07,SIMULATED_HISTORY,Kisumu,PMS,23,23,39.7,0.0,0,802.8,5,4000.0,NORMAL
2021-12-08,SIMULATED_HISTORY,Kisumu,PMS,21,21,47.7,5.7,0,745.73,5,4000.0,NORMAL
2021-12-09,SIMULATED_HISTORY,Kisumu,PMS,22,22,42.1,0.1,0,780.0,5,4000.0,NORMAL
2021-12-10,SIMULATED_HISTORY,Kisumu,PMS,23,23,35.0,0.0,0,803.78,5,4000.0,NORMAL
2021-12-11,SIMULATED_HISTORY,Kisumu,PMS,21,21,67.2,25.2,1,737.55,5,4000.0,NORMAL
2021-12-12,SIMULATED_HISTORY,Kisumu,PMS,19,19,37.7,0.0,0,685.98,5,4000.0,NORMAL
2021-12-13,SIMULATED_HISTORY,Kisumu,PMS,22,22,49.1,7.1,0,794.48,5,4000.0,NORMAL
2021-12-14,SIMULATED_HISTORY,Kisumu,PMS,23,23,45.3,3.3,0,830.21,5,4000.0,NORMAL
2021-12-15,SIMULATED_HISTORY,Kisumu,PMS,21,21,57.3,15.3,0,755.2,5,4000.0,NORMAL
2021-12-16,SIMULATED_HISTORY,Kisumu,PMS,24,24,54.0,12.0,0,837.37,5,4000.0,NORMAL
2021-12-17,SIMULATED_HISTORY,Kisumu,PMS,22,22,46.8,4.8,0,784.11,5,4000.0,NORMAL
2021-12-18,SIMULATED_HISTORY,Kisumu,PMS,19,19,45.3,3.3,0,689.89,5,4000.0,NORMAL
2021-12-19,SIMULATED_HISTORY,Kisumu,PMS,18,18,44.3,2.3,0,629.05,5,4000.0,NORMAL
2021-12-20,SIMULATED_HISTORY,Kisumu,PMS,22,22,48.4,6.4,0,792.8,5,4000.0,NORMAL
2021-12-21,SIMULATED_HISTORY,Kisumu,PMS,22,22,56.9,14.9,0,782.4,5,4000.0,NORMAL
2021-12-22,SIMULATED_HISTORY,Kisumu,PMS,21,21,47.3,5.3,0,752.18,5,4000.0,NORMAL
2021-12-23,SIMULATED_HISTORY,Kisumu,PMS,23,23,61.9,19.9,1,804.27,5,4000.0,NORMAL
2021-12-24,SIMULATED_HISTORY,Kisumu,PMS,23,23,56.7,14.7,0,811.11,5,4000.0,NORMAL
2021-12-25,SIMULATED_HISTORY,Kisumu,PMS,21,21,47.7,5.7,0,760.66,5,4000.0,NORMAL
2021-12-26,SIMULATED_HISTORY,Kisumu,PMS,19,19,57.3,15.3,0,681.85,5,4000.0,NORMAL
2021-12-27,SIMULATED_HISTORY,Kisumu,PMS,22,22,58.1,16.1,0,779.82,5,4000.0,NORMAL
2021-12-28,SIMULATED_HISTORY,Kisumu,PMS,23,23,52.6,10.6,0,814.39,5,4000.0,NORMAL
2021-12-29,SIMULATED_HISTORY,Kisumu,PMS,20,20,66.5,24.5,1,691.83,5,4000.0,NORMAL
2021-12-30,SIMULATED_HISTORY,Kisumu,PMS,22,22,52.2,10.2,0,768.31,5,4000.0,NORMAL
2021-12-31,SIMULATED_HISTORY,Kisumu,PMS,22,22,54.6,12.6,0,789.36,5,4000.0,NORMAL
2022-01-01,SIMULATED_HISTORY,Kisumu,PMS,21,21,53.3,11.3,0,727.93,5,4000.0,NORMAL
2022-01-02,SIMULATED_HISTORY,Kisumu,PMS,19,19,61.0,19.0,1,664.78,5,4000.0,NORMAL
2022-01-03,SIMULATED_HISTORY,Kisumu,PMS,23,23,57.4,15.4,0,835.77,5,4000.0,NORMAL
2022-01-04,SIMULATED_HISTORY,Kisumu,PMS,23,23,39.8,0.0,0,818.89,5,4000.0,NORMAL
2022-01-05,SIMULATED_HISTORY,Kisumu,PMS,23,23,65.6,23.6,1,823.6,5,4000.0,NORMAL
2022-01-06,SIMULATED_HISTORY,Kisumu,PMS,22,22,56.9,14.9,0,788.35,5,4000.0,NORMAL
2022-01-07,SIMULATED_HISTORY,Kisumu,PMS,22,22,45.2,3.2,0,794.69,5,4000.0,NORMAL
2022-01-08,SIMULATED_HISTORY,Kisumu,PMS,19,19,53.4,11.4,0,668.8,5,4000.0,NORMAL
2022-01-09,SIMULATED_HISTORY,Kisumu,PMS,17,17,45.4,3.4,0,595.2,5,4000.0,NORMAL
2022-01-10,SIMULATED_HISTORY,Kisumu,PMS,21,21,56.4,14.4,0,740.94,5,4000.0,NORMAL
2022-01-11,SIMULATED_HISTORY,Kisumu,PMS,21,21,58.3,16.3,0,731.14,5,4000.0,NORMAL
2022-01-12,SIMULATED_HISTORY,Kisumu,PMS,22,22,54.6,12.6,0,765.4,5,4000.0,NORMAL
2022-01-13,SIMULATED_HISTORY,Kisumu,PMS,22,22,49.6,7.6,0,767.85,5,4000.0,NORMAL
2022-01-14,SIMULATED_HISTORY,Kisumu,PMS,22,22,51.5,9.5,0,774.11,5,4000.0,NORMAL
2022-01-15,SIMULATED_HISTORY,Kisumu,PMS,18,18,55.9,13.9,0,621.83,5,4000.0,NORMAL
2022-01-16,SIMULATED_HISTORY,Kisumu,PMS,16,16,51.6,9.6,0,558.95,5,4000.0,NORMAL
2022-01-17,SIMULATED_HISTORY,Kisumu,PMS,22,22,56.0,14.0,0,779.53,5,4000.0,NORMAL
2022-01-18,SIMULATED_HISTORY,Kisumu,PMS,20,20,47.7,5.7,0,725.44,5,4000.0,NORMAL
2022-01-19,SIMULATED_HISTORY,Kisumu,PMS,20,20,45.3,3.3,0,706.83,5,4000.0,NORMAL
2022-01-20,SIMULATED_HISTORY,Kisumu,PMS,22,22,50.5,8.5,0,782.53,5,4000.0,NORMAL
2022-01-21,SIMULATED_HISTORY,Kisumu,PMS,22,22,44.7,2.7,0,786.32,5,4000.0,NORMAL
2022-01-22,SIMULATED_HISTORY,Kisumu,PMS,20,20,63.0,21.0,1,695.3,5,4000.0,NORMAL
2022-01-23,SIMULATED_HISTORY,Kisumu,PMS,17,17,54.3,12.3,0,583.83,5,4000.0,NORMAL
2022-01-24,SIMULATED_HISTORY,Kisumu,PMS,19,19,50.7,8.7,0,671.95,5,4000.0,NORMAL
2022-01-25,SIMULATED_HISTORY,Kisumu,PMS,20,20,53.1,11.1,0,707.32,5,4000.0,NORMAL
2022-01-26,SIMULATED_HISTORY,Kisumu,PMS,22,22,65.5,23.5,1,772.44,5,4000.0,NORMAL
2022-01-27,SIMULATED_HISTORY,Kisumu,PMS,20,20,59.3,17.3,0,725.16,5,4000.0,NORMAL
2022-01-28,SIMULATED_HISTORY,Kisumu,PMS,22,22,48.2,6.2,0,794.92,5,4000.0,NORMAL
2022-01-29,SIMULATED_HISTORY,Kisumu,PMS,21,21,46.3,4.3,0,732.51,5,4000.0,NORMAL
2022-01-30,SIMULATED_HISTORY,Kisumu,PMS,18,18,41.2,0.0,0,631.64,5,4000.0,NORMAL
2022-01-31,SIMULATED_HISTORY,Kisumu,PMS,20,20,39.9,0.0,0,697.21,5,4000.0,NORMAL
2022-02-01,SIMULATED_HISTORY,Kisumu,PMS,20,20,65.0,23.0,1,709.49,5,4000.0,NORMAL
2022-02-02,SIMULATED_HISTORY,Kisumu,PMS,16,16,57.6,15.6,0,576.91,5,4000.0,NORMAL
2022-02-03,SIMULATED_HISTORY,Kisumu,PMS,19,19,54.1,12.1,0,689.5,5,4000.0,NORMAL
2022-02-04,SIMULATED_HISTORY,Kisumu,PMS,21,21,49.9,7.9,0,739.54,5,4000.0,NORMAL
2022-02-05,SIMULATED_HISTORY,Kisumu,PMS,19,19,63.1,21.1,1,664.57,5,4000.0,NORMAL
2022-02-06,SIMULATED_HISTORY,Kisumu,PMS,17,17,46.0,4.0,0,586.1,5,4000.0,NORMAL
2022-02-07,SIMULATED_HISTORY,Kisumu,PMS,18,18,55.0,13.0,0,643.79,5,4000.0,NORMAL
2022-02-08,SIMULATED_HISTORY,Kisumu,PMS,18,18,50.8,8.8,0,623.12,5,4000.0,NORMAL
2022-02-09,SIMULATED_HISTORY,Kisumu,PMS,18,18,52.6,10.6,0,627.28,5,4000.0,NORMAL
2022-02-10,SIMULATED_HISTORY,Kisumu,PMS,21,21,58.0,16.0,0,729.19,5,4000.0,NORMAL
2022-02-11,SIMULATED_HISTORY,Kisumu,PMS,19,19,43.2,1.2,0,670.7,5,4000.0,NORMAL
2022-02-12,SIMULATED_HISTORY,Kisumu,PMS,16,16,37.5,0.0,0,569.6,5,4000.0,NORMAL
2022-02-13,SIMULATED_HISTORY,Kisumu,PMS,16,16,45.3,3.3,0,566.8,5,4000.0,NORMAL
2022-02-14,SIMULATED_HISTORY,Kisumu,PMS,19,19,49.0,7.0,0,675.27,5,4000.0,NORMAL
2022-02-15,SIMULATED_HISTORY,Kisumu,PMS,19,19,57.7,15.7,0,684.32,5,4000.0,NORMAL
2022-02-16,SIMULATED_HISTORY,Kisumu,PMS,20,20,51.5,9.5,0,724.4,5,4000.0,NORMAL
2022-02-17,SIMULATED_HISTORY,Kisumu,PMS,20,20,57.1,15.1,0,692.9,5,4000.0,NORMAL
2022-02-18,SIMULATED_HISTORY,Kisumu,PMS,20,20,55.3,13.3,0,698.91,5,4000.0,NORMAL
2022-02-19,SIMULATED_HISTORY,Kisumu,PMS,16,16,44.6,2.6,0,574.59,5,4000.0,NORMAL
2022-02-20,SIMULATED_HISTORY,Kisumu,PMS,14,14,48.7,6.7,0,480.12,5,4000.0,NORMAL
2022-02-21,SIMULATED_HISTORY,Kisumu,PMS,17,17,51.9,9.9,0,609.16,5,4000.0,NORMAL
2022-02-22,SIMULATED_HISTORY,Kisumu,PMS,19,19,53.0,11.0,0,662.57,5,4000.0,NORMAL
2022-02-23,SIMULATED_HISTORY,Kisumu,PMS,18,18,46.5,4.5,0,640.32,5,4000.0,NORMAL
2022-02-24,SIMULATED_HISTORY,Kisumu,PMS,18,18,50.6,8.6,0,647.2,5,4000.0,NORMAL
2022-02-25,SIMULATED_HISTORY,Kisumu,PMS,20,20,44.7,2.7,0,713.88,5,4000.0,NORMAL
2022-02-26,SIMULATED_HISTORY,Kisumu,PMS,18,18,51.1,9.1,0,623.21,5,4000.0,NORMAL
2022-02-27,SIMULATED_HISTORY,Kisumu,PMS,16,16,58.7,16.7,0,565.87,5,4000.0,NORMAL
2022-02-28,SIMULATED_HISTORY,Kisumu,PMS,20,20,49.9,7.9,0,697.75,5,4000.0,NORMAL
2022-03-01,SIMULATED_HISTORY,Kisumu,PMS,20,20,36.5,0.0,0,714.12,5,4000.0,NORMAL
2022-03-02,SIMULATED_HISTORY,Kisumu,PMS,19,19,66.3,24.3,1,671.82,5,4000.0,NORMAL
2022-03-03,SIMULATED_HISTORY,Kisumu,PMS,21,21,61.0,19.0,1,731.68,5,4000.0,NORMAL
2022-03-04,SIMULATED_HISTORY,Kisumu,PMS,22,22,46.1,4.1,0,793.58,5,4000.0,NORMAL
2022-03-05,SIMULATED_HISTORY,Kisumu,PMS,17,17,58.8,16.8,0,594.51,5,4000.0,NORMAL
2022-03-06,SIMULATED_HISTORY,Kisumu,PMS,17,17,64.9,22.9,1,585.93,5,4000.0,NORMAL
2022-03-07,SIMULATED_HISTORY,Kisumu,PMS,18,18,43.5,1.5,0,650.48,5,4000.0,NORMAL
2022-03-08,SIMULATED_HISTORY,Kisumu,PMS,20,20,50.2,8.2,0,700.16,5,4000.0,NORMAL
2022-03-09,SIMULATED_HISTORY,Kisumu,PMS,20,20,63.6,21.6,1,718.56,5,4000.0,NORMAL
2022-03-10,SIMULATED_HISTORY,Kisumu,PMS,19,19,48.6,6.6,0,663.86,5,4000.0,NORMAL
2022-03-11,SIMULATED_HISTORY,Kisumu,PMS,21,21,39.6,0.0,0,730.84,5,4000.0,NORMAL
2022-03-12,SIMULATED_HISTORY,Kisumu,PMS,19,19,52.5,10.5,0,665.97,5,4000.0,NORMAL
2022-03-13,SIMULATED_HISTORY,Kisumu,PMS,17,17,59.0,17.0,0,585.25,5,4000.0,NORMAL
2022-03-14,SIMULATED_HISTORY,Kisumu,PMS,21,21,51.6,9.6,0,738.84,5,4000.0,NORMAL
2022-03-15,SIMULATED_HISTORY,Kisumu,PMS,18,18,52.2,10.2,0,644.39,5,4000.0,NORMAL
2022-03-16,SIMULATED_HISTORY,Kisumu,PMS,20,20,51.8,9.8,0,710.77,5,4000.0,NORMAL
2022-03-17,SIMULATED_HISTORY,Kisumu,PMS,20,20,57.0,15.0,0,694.33,5,4000.0,NORMAL
2022-03-18,SIMULATED_HISTORY,Kisumu,PMS,20,20,45.9,3.9,0,716.5,5,4000.0,NORMAL
2022-03-19,SIMULATED_HISTORY,Kisumu,PMS,19,19,53.5,11.5,0,669.77,5,4000.0,NORMAL
2022-03-20,SIMULATED_HISTORY,Kisumu,PMS,16,16,45.4,3.4,0,581.66,5,4000.0,NORMAL
2022-03-21,SIMULATED_HISTORY,Kisumu,PMS,19,19,55.9,13.9,0,678.22,5,4000.0,NORMAL
2022-03-22,SIMULATED_HISTORY,Kisumu,PMS,19,19,62.0,20.0,1,675.35,5,4000.0,NORMAL
2022-03-23,SIMULATED_HISTORY,Kisumu,PMS,20,20,46.6,4.6,0,703.21,5,4000.0,NORMAL
2022-03-24,SIMULATED_HISTORY,Kisumu,PMS,18,18,53.2,11.2,0,633.82,5,4000.0,NORMAL
2022-03-25,SIMULATED_HISTORY,Kisumu,PMS,22,22,49.6,7.6,0,797.5,5,4000.0,NORMAL
2022-03-26,SIMULATED_HISTORY,Kisumu,PMS,19,19,60.8,18.8,0,690.53,5,4000.0,NORMAL
2022-03-27,SIMULATED_HISTORY,Kisumu,PMS,17,17,54.3,12.3,0,588.68,5,4000.0,NORMAL
2022-03-28,SIMULATED_HISTORY,Kisumu,PMS,19,19,45.2,3.2,0,682.05,5,4000.0,NORMAL
2022-03-29,SIMULATED_HISTORY,Kisumu,PMS,20,20,53.7,11.7,0,703.54,5,4000.0,NORMAL
2022-03-30,SIMULATED_HISTORY,Kisumu,PMS,20,20,45.1,3.1,0,702.85,5,4000.0,NORMAL
2022-03-31,SIMULATED_HISTORY,Kisumu,PMS,21,21,54.1,12.1,0,749.14,5,4000.0,NORMAL
2022-04-01,SIMULATED_HISTORY,Kisumu,PMS,20,20,51.6,9.6,0,699.42,5,4000.0,NORMAL
2022-04-02,SIMULATED_HISTORY,Kisumu,PMS,20,20,42.1,0.1,0,713.36,5,4000.0,NORMAL
2022-04-03,SIMULATED_HISTORY,Kisumu,PMS,17,17,44.1,2.1,0,583.5,5,4000.0,NORMAL
2022-04-04,SIMULATED_HISTORY,Kisumu,PMS,21,21,55.0,13.0,0,759.88,5,4000.0,NORMAL
2022-04-05,SIMULATED_HISTORY,Kisumu,PMS,20,20,58.5,16.5,0,699.18,5,4000.0,NORMAL
2022-04-06,SIMULATED_HISTORY,Kisumu,PMS,19,19,114.5,72.5,5,655.5,4,3200.0,LOADING_BAY_OUTAGE
2022-04-07,SIMULATED_HISTORY,Kisumu,PMS,20,20,58.6,16.6,0,713.09,5,4000.0,NORMAL
2022-04-08,SIMULATED_HISTORY,Kisumu,PMS,20,20,54.8,12.8,0,720.18,5,4000.0,NORMAL
2022-04-09,SIMULATED_HISTORY,Kisumu,PMS,19,19,57.4,15.4,0,674.09,5,4000.0,NORMAL
2022-04-10,SIMULATED_HISTORY,Kisumu,PMS,17,17,48.2,6.2,0,617.62,5,4000.0,NORMAL
2022-04-11,SIMULATED_HISTORY,Kisumu,PMS,21,21,48.3,6.3,0,748.8,5,4000.0,NORMAL
2022-04-12,SIMULATED_HISTORY,Kisumu,PMS,17,17,93.7,51.7,3,616.61,4,3200.0,LOADING_BAY_OUTAGE
2022-04-13,SIMULATED_HISTORY,Kisumu,PMS,23,23,54.3,12.3,0,820.7,5,4000.0,NORMAL
2022-04-14,SIMULATED_HISTORY,Kisumu,PMS,19,19,47.1,5.1,0,669.05,5,4000.0,NORMAL
2022-04-15,SIMULATED_HISTORY,Kisumu,PMS,21,21,51.1,9.1,0,758.51,5,4000.0,NORMAL
2022-04-16,SIMULATED_HISTORY,Kisumu,PMS,19,19,48.7,6.7,0,687.83,5,4000.0,NORMAL
2022-04-17,SIMULATED_HISTORY,Kisumu,PMS,17,17,52.6,10.6,0,615.42,5,4000.0,NORMAL
2022-04-18,SIMULATED_HISTORY,Kisumu,PMS,21,21,57.0,15.0,0,742.03,5,4000.0,NORMAL
2022-04-19,SIMULATED_HISTORY,Kisumu,PMS,19,19,45.5,3.5,0,677.14,5,4000.0,NORMAL
2022-04-20,SIMULATED_HISTORY,Kisumu,PMS,19,19,41.0,0.0,0,666.04,5,4000.0,NORMAL
2022-04-21,SIMULATED_HISTORY,Kisumu,PMS,20,20,47.9,5.9,0,692.84,5,4000.0,NORMAL
2022-04-22,SIMULATED_HISTORY,Kisumu,PMS,20,20,53.5,11.5,0,720.93,5,4000.0,NORMAL
2022-04-23,SIMULATED_HISTORY,Kisumu,PMS,18,18,62.6,20.6,1,626.58,5,4000.0,NORMAL
2022-04-24,SIMULATED_HISTORY,Kisumu,PMS,18,18,49.6,7.6,0,636.42,5,4000.0,NORMAL
2022-04-25,SIMULATED_HISTORY,Kisumu,PMS,18,18,61.3,19.3,1,641.86,5,4000.0,NORMAL
2022-04-26,SIMULATED_HISTORY,Kisumu,PMS,21,21,62.9,20.9,1,733.84,5,4000.0,NORMAL
2022-04-27,SIMULATED_HISTORY,Kisumu,PMS,22,22,46.2,4.2,0,797.31,5,4000.0,NORMAL
2022-04-28,SIMULATED_HISTORY,Kisumu,PMS,22,22,46.4,4.4,0,772.41,5,4000.0,NORMAL
2022-04-29,SIMULATED_HISTORY,Kisumu,PMS,23,23,53.2,11.2,0,824.72,5,4000.0,NORMAL
2022-04-30,SIMULATED_HISTORY,Kisumu,PMS,19,19,53.9,11.9,0,681.41,5,4000.0,NORMAL
2022-05-01,SIMULATED_HISTORY,Kisumu,PMS,19,19,54.2,12.2,0,679.7,5,4000.0,NORMAL
2022-05-02,SIMULATED_HISTORY,Kisumu,PMS,21,21,52.4,10.4,0,746.98,5,4000.0,NORMAL
2022-05-03,SIMULATED_HISTORY,Kisumu,PMS,19,19,57.5,15.5,0,676.92,5,4000.0,NORMAL
2022-05-04,SIMULATED_HISTORY,Kisumu,PMS,21,21,47.2,5.2,0,747.3,5,4000.0,NORMAL
2022-05-05,SIMULATED_HISTORY,Kisumu,PMS,20,20,38.8,0.0,0,718.84,5,4000.0,NORMAL
2022-05-06,SIMULATED_HISTORY,Kisumu,PMS,22,22,59.6,17.6,0,799.04,5,4000.0,NORMAL
2022-05-07,SIMULATED_HISTORY,Kisumu,PMS,17,17,39.5,0.0,0,605.12,5,4000.0,UNPLANNED_PUMP_FAILURE
2022-05-08,SIMULATED_HISTORY,Kisumu,PMS,17,17,56.3,14.3,0,599.14,5,4000.0,NORMAL
2022-05-09,SIMULATED_HISTORY,Kisumu,PMS,19,19,57.2,15.2,0,663.93,5,4000.0,NORMAL
2022-05-10,SIMULATED_HISTORY,Kisumu,PMS,18,18,55.0,13.0,0,647.41,5,4000.0,NORMAL
2022-05-11,SIMULATED_HISTORY,Kisumu,PMS,21,21,51.5,9.5,0,730.04,5,4000.0,NORMAL
2022-05-12,SIMULATED_HISTORY,Kisumu,PMS,20,20,70.8,28.8,1,720.76,5,4000.0,NORMAL
2022-05-13,SIMULATED_HISTORY,Kisumu,PMS,21,21,60.9,18.9,1,757.99,5,4000.0,NORMAL
2022-05-14,SIMULATED_HISTORY,Kisumu,PMS,17,17,50.6,8.6,0,587.31,5,4000.0,NORMAL
2022-05-15,SIMULATED_HISTORY,Kisumu,PMS,18,18,38.6,0.0,0,641.57,5,4000.0,NORMAL
2022-05-16,SIMULATED_HISTORY,Kisumu,PMS,19,19,47.6,5.6,0,657.59,5,4000.0,NORMAL
2022-05-17,SIMULATED_HISTORY,Kisumu,PMS,18,18,54.8,12.8,0,633.46,5,4000.0,NORMAL
2022-05-18,SIMULATED_HISTORY,Kisumu,PMS,20,20,47.0,5.0,0,691.38,5,4000.0,NORMAL
2022-05-19,SIMULATED_HISTORY,Kisumu,PMS,23,23,57.2,15.2,0,826.34,5,4000.0,NORMAL
2022-05-20,SIMULATED_HISTORY,Kisumu,PMS,23,23,47.2,5.2,0,808.73,5,4000.0,NORMAL
2022-05-21,SIMULATED_HISTORY,Kisumu,PMS,19,19,36.3,0.0,0,665.47,5,4000.0,NORMAL
2022-05-22,SIMULATED_HISTORY,Kisumu,PMS,17,17,44.8,2.8,0,605.45,5,4000.0,NORMAL
2022-05-23,SIMULATED_HISTORY,Kisumu,PMS,20,20,55.6,13.6,0,724.01,5,4000.0,NORMAL
2022-05-24,SIMULATED_HISTORY,Kisumu,PMS,21,21,55.9,13.9,0,746.62,5,4000.0,NORMAL
