control_event_id,date,record_status,depot,product,stock_status,event_label,opening_stock_m3,customer_orders_m3,closing_stock_m3,days_of_cover,batch_triggered,batch_volume_m3,emergency_replenishment,autonomous_action
CP-0002402,2023-11-04,SIMULATED_HISTORY,Nairobi,AGO,WATCH,NORMAL,30972.8,2480.47,28492.33,11.49,1,16000.0,0,CREATE_PIPELINE_BATCH
CP-0002403,2023-11-10,SIMULATED_HISTORY,Nairobi,AGO,WATCH,NORMAL,31368.69,2999.46,28369.23,9.46,1,16000.0,0,CREATE_PIPELINE_BATCH
CP-0002404,2023-11-17,SIMULATED_HISTORY,Nairobi,AGO,WATCH,NORMAL,28905.7,3029.82,25875.88,8.54,1,16000.0,0,CREATE_PIPELINE_BATCH
CP-0002405,2023-11-23,SIMULATED_HISTORY,Nairobi,AGO,WATCH,NORMAL,28805.55,2739.93,26065.62,9.51,1,16000.0,0,CREATE_PIPELINE_BATCH
CP-0002406,2023-11-28,SIMULATED_HISTORY,Nairobi,AGO,WATCH,NORMAL,31288.38,2677.31,28611.06,10.69,1,16000.0,0,CREATE_PIPELINE_BATCH
CP-0002407,2023-12-04,SIMULATED_HISTORY,Nairobi,AGO,WATCH,NORMAL,31186.9,2712.67,28474.23,10.5,1,16000.0,0,CREATE_PIPELINE_BATCH
CP-0002408,2023-12-10,SIMULATED_HISTORY,Nairobi,AGO,WATCH,NORMAL,30058.68,2446.21,27612.47,11.29,1,16000.0,0,CREATE_PIPELINE_BATCH
CP-0002409,2023-12-12,SIMULATED_HISTORY,Nairobi,AGO,HEALTHY,UNPLANNED_PUMP_FAILURE,40650.95,2736.81,37914.14,13.85,0,0.0,0,HOLD/RESCHEDULE_DUE_TO_OUTAGE
CP-0002410,2023-12-16,SIMULATED_HISTORY,Nairobi,AGO,WATCH,NORMAL,29083.62,2699.03,26384.59,9.78,1,16000.0,0,CREATE_PIPELINE_BATCH
CP-0002411,2023-12-22,SIMULATED_HISTORY,Nairobi,AGO,WATCH,NORMAL,28756.85,2936.85,25820.0,8.79,1,16000.0,0,CREATE_PIPELINE_BATCH
CP-0002412,2023-12-28,SIMULATED_HISTORY,Nairobi,AGO,WATCH,NORMAL,28662.09,2900.68,25761.4,8.88,1,16000.0,0,CREATE_PIPELINE_BATCH
CP-0002413,2024-01-02,SIMULATED_HISTORY,Nairobi,AGO,WATCH,NORMAL,30692.19,2743.56,27948.63,10.19,1,16000.0,0,CREATE_PIPELINE_BATCH
CP-0002414,2024-01-08,SIMULATED_HISTORY,Nairobi,AGO,WATCH,NORMAL,29091.98,2937.94,26154.03,8.9,1,16000.0,0,CREATE_PIPELINE_BATCH
CP-0002415,2024-01-13,SIMULATED_HISTORY,Nairobi,AGO,WATCH,NORMAL,29693.91,2403.88,27290.03,11.35,1,16000.0,0,CREATE_PIPELINE_BATCH
CP-0002416,2024-01-19,SIMULATED_HISTORY,Nairobi,AGO,WATCH,NORMAL,29487.77,3161.81,26325.96,8.33,1,16000.0,0,CREATE_PIPELINE_BATCH
CP-0002417,2024-01-24,SIMULATED_HISTORY,Nairobi,AGO,WATCH,NORMAL,31487.06,3313.53,28173.53,8.5,1,16000.0,0,CREATE_PIPELINE_BATCH
CP-0002418,2024-01-30,SIMULATED_HISTORY,Nairobi,AGO,WATCH,NORMAL,30405.0,2839.22,27565.79,9.71,1,16000.0,0,CREATE_PIPELINE_BATCH
CP-0002419,2024-02-05,SIMULATED_HISTORY,Nairobi,AGO,WATCH,NORMAL,29945.81,2471.15,27474.65,11.12,1,16000.0,0,CREATE_PIPELINE_BATCH
CP-0002420,2024-02-11,SIMULATED_HISTORY,Nairobi,AGO,WATCH,NORMAL,29681.54,2436.62,27244.92,11.18,1,16000.0,0,CREATE_PIPELINE_BATCH
CP-0002421,2024-02-17,SIMULATED_HISTORY,Nairobi,AGO,WATCH,NORMAL,29950.89,2211.73,27739.17,12.54,1,16000.0,0,CREATE_PIPELINE_BATCH
CP-0002422,2024-02-24,SIMULATED_HISTORY,Nairobi,AGO,WATCH,NORMAL,28641.74,2172.34,26469.4,12.18,1,16000.0,0,CREATE_PIPELINE_BATCH
CP-0002423,2024-03-01,SIMULATED_HISTORY,Nairobi,AGO,WATCH,NORMAL,29472.42,2662.81,26809.61,10.07,1,16000.0,0,CREATE_PIPELINE_BATCH
CP-0002424,2024-03-06,SIMULATED_HISTORY,Nairobi,AGO,HEALTHY,LOADING_BAY_OUTAGE,32737.42,2741.79,29995.63,10.94,0,0.0,0,NONE
CP-0002425,2024-03-07,SIMULATED_HISTORY,Nairobi,AGO,WATCH,NORMAL,29995.63,2728.94,27266.69,9.99,1,16000.0,0,CREATE_PIPELINE_BATCH
CP-0002426,2024-03-13,SIMULATED_HISTORY,Nairobi,AGO,WATCH,NORMAL,30056.36,2909.65,27146.7,9.33,1,16000.0,0,CREATE_PIPELINE_BATCH
CP-0002427,2024-03-19,SIMULATED_HISTORY,Nairobi,AGO,WATCH,NORMAL,29275.63,2765.34,26510.29,9.59,1,16000.0,0,CREATE_PIPELINE_BATCH
CP-0002428,2024-03-25,SIMULATED_HISTORY,Nairobi,AGO,WATCH,NORMAL,29254.55,2506.45,26748.09,10.67,1,16000.0,0,CREATE_PIPELINE_BATCH
CP-0002429,2024-03-30,SIMULATED_HISTORY,Nairobi,AGO,WATCH,NORMAL,31158.4,2854.12,28304.29,9.92,1,16000.0,0,CREATE_PIPELINE_BATCH
CP-0002430,2024-04-05,SIMULATED_HISTORY,Nairobi,AGO,WATCH,NORMAL,30597.78,3291.17,27306.61,8.3,1,16000.0,0,CREATE_PIPELINE_BATCH
CP-0002431,2024-04-11,SIMULATED_HISTORY,Nairobi,AGO,WATCH,NORMAL,29940.3,2774.05,27166.25,9.79,1,16000.0,0,CREATE_PIPELINE_BATCH
CP-0002432,2024-04-17,SIMULATED_HISTORY,Nairobi,AGO,WATCH,NORMAL,29685.72,2851.58,26834.14,9.41,1,16000.0,0,CREATE_PIPELINE_BATCH
CP-0002433,2024-04-23,SIMULATED_HISTORY,Nairobi,AGO,WATCH,NORMAL,29598.73,2594.89,27003.84,10.41,1,16000.0,0,CREATE_PIPELINE_BATCH
CP-0002434,2024-04-29,SIMULATED_HISTORY,Nairobi,AGO,WATCH,NORMAL,28845.93,2665.02,26180.9,9.82,1,16000.0,0,CREATE_PIPELINE_BATCH
CP-0002435,2024-05-02,SIMULATED_HISTORY,Nairobi,AGO,HEALTHY,UNPLANNED_PUMP_FAILURE,36529.14,3008.73,33520.4,11.14,0,0.0,0,HOLD/RESCHEDULE_DUE_TO_OUTAGE
CP-0002436,2024-05-04,SIMULATED_HISTORY,Nairobi,AGO,WATCH,NORMAL,30531.15,2588.61,27942.54,10.79,1,16000.0,0,CREATE_PIPELINE_BATCH
CP-0002437,2024-05-06,SIMULATED_HISTORY,Nairobi,AGO,HEALTHY,UNPLANNED_PUMP_FAILURE,41476.97,3050.32,38426.65,12.6,0,0.0,0,HOLD/RESCHEDULE_DUE_TO_OUTAGE
CP-0002438,2024-05-10,SIMULATED_HISTORY,Nairobi,AGO,WATCH,NORMAL,30090.87,2895.38,27195.48,9.39,1,16000.0,0,CREATE_PIPELINE_BATCH
CP-0002439,2024-05-16,SIMULATED_HISTORY,Nairobi,AGO,WATCH,NORMAL,29451.3,2841.95,26609.35,9.36,1,16000.0,0,CREATE_PIPELINE_BATCH
CP-0002440,2024-05-21,SIMULATED_HISTORY,Nairobi,AGO,WATCH,NORMAL,31528.84,2953.19,28575.65,9.68,1,16000.0,0,CREATE_PIPELINE_BATCH
CP-0002441,2024-05-25,SIMULATED_HISTORY,Nairobi,AGO,HEALTHY,DATA_LATENCY_INCIDENT,35452.15,2398.37,33053.78,13.78,0,0.0,0,NONE
CP-0002442,2024-05-27,SIMULATED_HISTORY,Nairobi,AGO,WATCH,NORMAL,30727.76,2681.2,28046.56,10.46,1,16000.0,0,CREATE_PIPELINE_BATCH
CP-0002443,2024-06-02,SIMULATED_HISTORY,Nairobi,AGO,WATCH,NORMAL,30197.41,2294.65,27902.76,12.16,1,16000.0,0,CREATE_PIPELINE_BATCH
CP-0002444,2024-06-08,SIMULATED_HISTORY,Nairobi,AGO,WATCH,NORMAL,30846.22,2321.98,28524.24,12.28,1,16000.0,0,CREATE_PIPELINE_BATCH
CP-0002445,2024-06-15,SIMULATED_HISTORY,Nairobi,AGO,WATCH,NORMAL,28860.12,2369.68,26490.44,11.18,1,16000.0,0,CREATE_PIPELINE_BATCH
CP-0002446,2024-06-21,SIMULATED_HISTORY,Nairobi,AGO,WATCH,NORMAL,29801.36,2713.61,27087.75,9.98,1,16000.0,0,CREATE_PIPELINE_BATCH
CP-0002447,2024-06-27,SIMULATED_HISTORY,Nairobi,AGO,WATCH,NORMAL,30796.68,2653.8,28142.88,10.6,1,16000.0,0,CREATE_PIPELINE_BATCH
CP-0002448,2024-07-03,SIMULATED_HISTORY,Nairobi,AGO,WATCH,NORMAL,31352.4,2827.19,28525.21,10.09,1,16000.0,0,CREATE_PIPELINE_BATCH
CP-0002449,2024-07-10,SIMULATED_HISTORY,Nairobi,AGO,WATCH,NORMAL,28822.53,2769.72,26052.81,9.41,1,16000.0,0,CREATE_PIPELINE_BATCH
CP-0002450,2024-07-16,SIMULATED_HISTORY,Nairobi,AGO,WATCH,NORMAL,28681.46,2831.84,25849.62,9.13,1,16000.0,0,CREATE_PIPELINE_BATCH
CP-0002451,2024-07-17,SIMULATED_HISTORY,Nairobi,AGO,HEALTHY,LOADING_BAY_OUTAGE,25849.62,2949.21,38900.41,13.19,0,0.0,0,NONE
CP-0002452,2024-07-21,SIMULATED_HISTORY,Nairobi,AGO,WATCH,NORMAL,30342.97,2141.07,28201.89,13.17,1,16000.0,0,CREATE_PIPELINE_BATCH
CP-0002453,2024-07-27,SIMULATED_HISTORY,Nairobi,AGO,WATCH,NORMAL,29984.84,2618.55,27366.29,10.45,1,16000.0,0,CREATE_PIPELINE_BATCH
CP-0002454,2024-08-02,SIMULATED_HISTORY,Nairobi,AGO,WATCH,NORMAL,29370.93,3035.89,26335.04,8.67,1,16000.0,0,CREATE_PIPELINE_BATCH
CP-0002455,2024-08-08,SIMULATED_HISTORY,Nairobi,AGO,WATCH,NORMAL,29379.35,2897.51,26481.84,9.14,1,16000.0,0,CREATE_PIPELINE_BATCH
CP-0002456,2024-08-14,SIMULATED_HISTORY,Nairobi,AGO,WATCH,NORMAL,29493.89,2635.14,26858.75,10.19,1,16000.0,0,CREATE_PIPELINE_BATCH
CP-0002457,2024-08-20,SIMULATED_HISTORY,Nairobi,AGO,WATCH,NORMAL,29230.92,2721.89,26509.02,9.74,1,16000.0,0,CREATE_PIPELINE_BATCH
CP-0002458,2024-08-22,SIMULATED_HISTORY,Nairobi,AGO,WATCH,PLANNED_PIPELINE_MAINTENANCE,23720.01,2871.0,20849.01,7.26,0,0.0,0,HOLD/RESCHEDULE_DUE_TO_OUTAGE
CP-0002459,2024-08-26,SIMULATED_HISTORY,Nairobi,AGO,WATCH,NORMAL,29247.86,3045.52,26202.34,8.6,1,16000.0,0,CREATE_PIPELINE_BATCH
CP-0002460,2024-08-31,SIMULATED_HISTORY,Nairobi,AGO,WATCH,NORMAL,29573.57,2643.72,26929.85,10.19,1,16000.0,0,CREATE_PIPELINE_BATCH
CP-0002461,2024-09-06,SIMULATED_HISTORY,Nairobi,AGO,WATCH,NORMAL,29713.77,2904.16,26809.61,9.23,1,16000.0,0,CREATE_PIPELINE_BATCH
CP-0002462,2024-09-11,SIMULATED_HISTORY,Nairobi,AGO,HEALTHY,UNPLANNED_PUMP_FAILURE,32566.85,2824.31,29742.54,10.53,0,0.0,0,HOLD/RESCHEDULE_DUE_TO_OUTAGE
CP-0002463,2024-09-12,SIMULATED_HISTORY,Nairobi,AGO,WATCH,NORMAL,29742.54,2420.91,27321.64,11.29,1,16000.0,0,CREATE_PIPELINE_BATCH
CP-0002464,2024-09-18,SIMULATED_HISTORY,Nairobi,AGO,WATCH,NORMAL,31091.18,2649.91,28441.27,10.73,1,16000.0,0,CREATE_PIPELINE_BATCH
CP-0002465,2024-09-24,SIMULATED_HISTORY,Nairobi,AGO,WATCH,NORMAL,30901.15,2698.75,28202.4,10.45,1,16000.0,0,CREATE_PIPELINE_BATCH
CP-0002466,2024-09-28,SIMULATED_HISTORY,Nairobi,AGO,HEALTHY,DATA_LATENCY_INCIDENT,35657.13,2422.26,33234.87,13.72,0,0.0,0,NONE
CP-0002467,2024-09-30,SIMULATED_HISTORY,Nairobi,AGO,WATCH,LOADING_BAY_OUTAGE,30951.88,2548.74,28403.14,11.14,1,16000.0,0,CREATE_PIPELINE_BATCH
CP-0002468,2024-10-06,SIMULATED_HISTORY,Nairobi,AGO,WATCH,NORMAL,29323.08,2617.44,26705.65,10.2,1,16000.0,0,CREATE_PIPELINE_BATCH
CP-0002469,2024-10-11,SIMULATED_HISTORY,Nairobi,AGO,WATCH,NORMAL,30132.93,3353.14,26779.79,7.99,1,16000.0,0,CREATE_PIPELINE_BATCH
CP-0002470,2024-10-16,SIMULATED_HISTORY,Nairobi,AGO,WATCH,NORMAL,30603.52,3632.25,26971.27,7.43,1,16000.0,0,CREATE_PIPELINE_BATCH
CP-0002471,2024-10-21,SIMULATED_HISTORY,Nairobi,AGO,WATCH,NORMAL,30565.67,3196.06,27369.61,8.56,1,16000.0,0,CREATE_PIPELINE_BATCH
CP-0002472,2024-10-25,SIMULATED_HISTORY,Nairobi,AGO,HEALTHY,PLANNED_PIPELINE_MAINTENANCE,34250.65,3088.51,31162.14,10.09,0,0.0,0,HOLD/RESCHEDULE_DUE_TO_OUTAGE
CP-0002473,2024-10-26,SIMULATED_HISTORY,Nairobi,AGO,WATCH,PLANNED_PIPELINE_MAINTENANCE,31162.14,3086.66,28075.48,9.1,1,16000.0,0,CREATE_PIPELINE_BATCH+OUTAGE
CP-0002474,2024-11-01,SIMULATED_HISTORY,Nairobi,AGO,WATCH,NORMAL,28759.89,2842.8,25917.09,9.12,1,16000.0,0,CREATE_PIPELINE_BATCH
CP-0002475,2024-11-07,SIMULATED_HISTORY,Nairobi,AGO,WATCH,NORMAL,29045.79,2556.69,26489.1,10.36,1,16000.0,0,CREATE_PIPELINE_BATCH
CP-0002476,2024-11-13,SIMULATED_HISTORY,Nairobi,AGO,WATCH,LOADING_BAY_OUTAGE,29805.11,2733.55,27071.56,9.9,1,16000.0,0,CREATE_PIPELINE_BATCH
CP-0002477,2024-11-19,SIMULATED_HISTORY,Nairobi,AGO,WATCH,NORMAL,30313.04,2513.99,27799.05,11.06,1,16000.0,0,CREATE_PIPELINE_BATCH
CP-0002478,2024-11-25,SIMULATED_HISTORY,Nairobi,AGO,WATCH,NORMAL,30980.44,2785.11,28195.33,10.12,1,16000.0,0,CREATE_PIPELINE_BATCH
CP-0002479,2024-12-01,SIMULATED_HISTORY,Nairobi,AGO,WATCH,NORMAL,30878.16,2321.57,28556.59,12.3,1,16000.0,0,CREATE_PIPELINE_BATCH
CP-0002480,2024-12-07,SIMULATED_HISTORY,Nairobi,AGO,WATCH,NORMAL,30055.04,2797.34,27257.69,9.74,1,16000.0,0,CREATE_PIPELINE_BATCH
CP-0002481,2024-12-13,SIMULATED_HISTORY,Nairobi,AGO,WATCH,NORMAL,29411.21,3040.3,26370.91,8.67,1,16000.0,0,CREATE_PIPELINE_BATCH
CP-0002482,2024-12-14,SIMULATED_HISTORY,Nairobi,AGO,HEALTHY,LOADING_BAY_OUTAGE,26370.91,2632.93,39737.98,15.09,0,0.0,0,NONE
CP-0002483,2024-12-18,SIMULATED_HISTORY,Nairobi,AGO,WATCH,NORMAL,31160.43,2777.13,28383.3,10.22,1,16000.0,0,CREATE_PIPELINE_BATCH
CP-0002484,2024-12-24,SIMULATED_HISTORY,Nairobi,AGO,WATCH,NORMAL,30824.74,3101.94,27722.8,8.94,1,16000.0,0,CREATE_PIPELINE_BATCH
CP-0002485,2024-12-30,SIMULATED_HISTORY,Nairobi,AGO,WATCH,NORMAL,30375.26,2707.84,27667.42,10.22,1,16000.0,0,CREATE_PIPELINE_BATCH
CP-0002486,2025-01-04,SIMULATED_HISTORY,Nairobi,AGO,WATCH,NORMAL,31122.9,2894.71,28228.18,9.75,1,16000.0,0,CREATE_PIPELINE_BATCH
CP-0002487,2025-01-10,SIMULATED_HISTORY,Nairobi,AGO,WATCH,NORMAL,28931.18,3306.4,25624.78,7.75,1,16000.0,0,CREATE_PIPELINE_BATCH
CP-0002488,2025-01-15,SIMULATED_HISTORY,Nairobi,AGO,WATCH,NORMAL,29903.73,3212.25,26691.49,8.31,1,16000.0,0,CREATE_PIPELINE_BATCH
CP-0002489,2025-01-20,SIMULATED_HISTORY,Nairobi,AGO,WATCH,NORMAL,31515.6,2987.94,28527.66,9.55,1,16000.0,0,CREATE_PIPELINE_BATCH
CP-0002490,2025-01-24,SIMULATED_HISTORY,Nairobi,AGO,HEALTHY,LOADING_BAY_OUTAGE,35530.93,2889.0,32641.93,11.3,0,0.0,0,NONE
CP-0002491,2025-01-26,SIMULATED_HISTORY,Nairobi,AGO,WATCH,NORMAL,29693.2,2488.61,27204.59,10.93,1,16000.0,0,CREATE_PIPELINE_BATCH
CP-0002492,2025-01-31,SIMULATED_HISTORY,Nairobi,AGO,WATCH,NORMAL,30433.71,3078.98,27354.72,8.88,1,16000.0,0,CREATE_PIPELINE_BATCH
CP-0002493,2025-02-06,SIMULATED_HISTORY,Nairobi,AGO,WATCH,NORMAL,30050.65,3058.88,26991.77,8.82,1,16000.0,0,CREATE_PIPELINE_BATCH
CP-0002494,2025-02-12,SIMULATED_HISTORY,Nairobi,AGO,WATCH,NORMAL,29476.22,2930.67,26545.55,9.06,1,16000.0,0,CREATE_PIPELINE_BATCH
CP-0002495,2025-02-18,SIMULATED_HISTORY,Nairobi,AGO,WATCH,NORMAL,28961.77,3108.3,25853.47,8.32,1,16000.0,0,CREATE_PIPELINE_BATCH
CP-0002496,2025-02-19,SIMULATED_HISTORY,Nairobi,AGO,WATCH,LOADING_BAY_OUTAGE,25853.47,3002.41,22851.06,7.61,0,0.0,0,NONE
CP-0002497,2025-02-23,SIMULATED_HISTORY,Nairobi,AGO,WATCH,NORMAL,30508.06,2501.19,28006.87,11.2,1,16000.0,0,CREATE_PIPELINE_BATCH
CP-0002498,2025-03-01,SIMULATED_HISTORY,Nairobi,AGO,WATCH,NORMAL,29784.7,3004.41,26780.29,8.91,1,16000.0,0,CREATE_PIPELINE_BATCH
CP-0002499,2025-03-06,SIMULATED_HISTORY,Nairobi,AGO,WATCH,NORMAL,31306.6,2865.26,28441.34,9.93,1,16000.0,0,CREATE_PIPELINE_BATCH
CP-0002500,2025-03-12,SIMULATED_HISTORY,Nairobi,AGO,WATCH,NORMAL,30213.44,3114.56,27098.87,8.7,1,16000.0,0,CREATE_PIPELINE_BATCH
CP-0002501,2025-03-18,SIMULATED_HISTORY,Nairobi,AGO,WATCH,NORMAL,29008.64,2925.99,26082.65,8.91,1,16000.0,0,CREATE_PIPELINE_BATCH
CP-0002502,2025-03-23,SIMULATED_HISTORY,Nairobi,AGO,WATCH,NORMAL,30289.62,2546.74,27742.88,10.89,1,16000.0,0,CREATE_PIPELINE_BATCH
CP-0002503,2025-03-28,SIMULATED_HISTORY,Nairobi,AGO,WATCH,NORMAL,31878.72,3375.92,28502.8,8.44,1,16000.0,0,CREATE_PIPELINE_BATCH
CP-0002504,2025-04-01,SIMULATED_HISTORY,Nairobi,AGO,HEALTHY,UNPLANNED_PUMP_FAILURE,36169.52,2726.08,33443.44,12.27,0,0.0,0,HOLD/RESCHEDULE_DUE_TO_OUTAGE
CP-0002505,2025-04-03,SIMULATED_HISTORY,Nairobi,AGO,WATCH,NORMAL,30351.03,2981.01,27370.02,9.18,1,16000.0,0,CREATE_PIPELINE_BATCH
CP-0002506,2025-04-08,SIMULATED_HISTORY,Nairobi,AGO,WATCH,NORMAL,31299.42,2953.82,28345.6,9.6,1,16000.0,0,CREATE_PIPELINE_BATCH
CP-0002507,2025-04-14,SIMULATED_HISTORY,Nairobi,AGO,WATCH,NORMAL,29398.58,3070.53,26328.05,8.57,1,16000.0,0,CREATE_PIPELINE_BATCH
CP-0002508,2025-04-19,SIMULATED_HISTORY,Nairobi,AGO,WATCH,NORMAL,29962.19,2904.6,27057.59,9.32,1,16000.0,0,CREATE_PIPELINE_BATCH
CP-0002509,2025-04-24,SIMULATED_HISTORY,Nairobi,AGO,WATCH,NORMAL,31338.76,2853.32,28485.43,9.98,1,16000.0,0,CREATE_PIPELINE_BATCH
CP-0002510,2025-04-30,SIMULATED_HISTORY,Nairobi,AGO,WATCH,NORMAL,29877.01,3218.33,26658.69,8.28,1,16000.0,0,CREATE_PIPELINE_BATCH
CP-0002511,2025-05-01,SIMULATED_HISTORY,Nairobi,AGO,HEALTHY,LOADING_BAY_OUTAGE,26658.69,3425.61,39233.08,11.45,0,0.0,0,NONE
CP-0002512,2025-05-05,SIMULATED_HISTORY,Nairobi,AGO,WATCH,NORMAL,30424.73,2950.23,27474.49,9.31,1,16000.0,0,CREATE_PIPELINE_BATCH
CP-0002513,2025-05-10,SIMULATED_HISTORY,Nairobi,AGO,WATCH,NORMAL,29921.03,2913.86,27007.17,9.27,1,16000.0,0,CREATE_PIPELINE_BATCH
CP-0002514,2025-05-15,SIMULATED_HISTORY,Nairobi,AGO,WATCH,NORMAL,31155.85,3205.54,27950.31,8.72,1,16000.0,0,CREATE_PIPELINE_BATCH
CP-0002515,2025-05-21,SIMULATED_HISTORY,Nairobi,AGO,WATCH,PLANNED_PIPELINE_MAINTENANCE,28686.71,2823.17,25863.54,9.16,1,16000.0,0,CREATE_PIPELINE_BATCH+OUTAGE
CP-0002516,2025-05-26,SIMULATED_HISTORY,Nairobi,AGO,WATCH,NORMAL,30305.02,2900.78,27404.24,9.45,1,16000.0,0,CREATE_PIPELINE_BATCH
CP-0002517,2025-05-31,SIMULATED_HISTORY,Nairobi,AGO,WATCH,NORMAL,30692.53,2736.84,27955.69,10.21,1,16000.0,0,CREATE_PIPELINE_BATCH
CP-0002518,2025-06-06,SIMULATED_HISTORY,Nairobi,AGO,WATCH,NORMAL,30090.41,2918.27,27172.14,9.31,1,16000.0,0,CREATE_PIPELINE_BATCH
CP-0002519,2025-06-09,SIMULATED_HISTORY,Nairobi,AGO,HEALTHY,PLANNED_PIPELINE_MAINTENANCE,38457.43,2830.91,35626.52,12.58,0,0.0,0,HOLD/RESCHEDULE_DUE_TO_OUTAGE
CP-0002520,2025-06-10,SIMULATED_HISTORY,Nairobi,AGO,HEALTHY,PLANNED_PIPELINE_MAINTENANCE,35626.52,2743.87,32882.65,11.98,0,0.0,0,HOLD/RESCHEDULE_DUE_TO_OUTAGE
CP-0002521,2025-06-12,SIMULATED_HISTORY,Nairobi,AGO,WATCH,NORMAL,29735.34,3203.39,26531.95,8.28,1,16000.0,0,CREATE_PIPELINE_BATCH
CP-0002522,2025-06-17,SIMULATED_HISTORY,Nairobi,AGO,WATCH,NORMAL,31595.87,3124.42,28471.45,9.11,1,16000.0,0,CREATE_PIPELINE_BATCH
CP-0002523,2025-06-23,SIMULATED_HISTORY,Nairobi,AGO,WATCH,NORMAL,31012.6,2879.36,28133.24,9.77,1,16000.0,0,CREATE_PIPELINE_BATCH
CP-0002524,2025-06-29,SIMULATED_HISTORY,Nairobi,AGO,WATCH,NORMAL,30043.78,2523.9,27519.88,10.9,1,16000.0,0,CREATE_PIPELINE_BATCH
CP-0002525,2025-07-04,SIMULATED_HISTORY,Nairobi,AGO,WATCH,NORMAL,30844.3,3295.66,27548.64,8.36,1,16000.0,0,CREATE_PIPELINE_BATCH
CP-0002526,2025-07-10,SIMULATED_HISTORY,Nairobi,AGO,WATCH,NORMAL,29277.59,2895.97,26381.63,9.11,1,16000.0,0,CREATE_PIPELINE_BATCH
CP-0002527,2025-07-15,SIMULATED_HISTORY,Nairobi,AGO,WATCH,NORMAL,31133.34,3029.55,28103.79,9.28,1,16000.0,0,CREATE_PIPELINE_BATCH
CP-0002528,2025-07-21,SIMULATED_HISTORY,Nairobi,AGO,WATCH,NORMAL,29678.17,2899.21,26778.96,9.24,1,16000.0,0,CREATE_PIPELINE_BATCH
CP-0002529,2025-07-26,SIMULATED_HISTORY,Nairobi,AGO,WATCH,NORMAL,30882.48,2633.5,28248.99,10.73,1,16000.0,0,CREATE_PIPELINE_BATCH
CP-0002530,2025-08-01,SIMULATED_HISTORY,Nairobi,AGO,WATCH,NORMAL,29526.78,3361.68,26165.1,7.78,1,16000.0,0,CREATE_PIPELINE_BATCH
CP-0002531,2025-08-05,SIMULATED_HISTORY,Nairobi,AGO,HEALTHY,DATA_LATENCY_INCIDENT,34114.42,2976.33,31138.09,10.46,0,0.0,0,NONE
CP-0002532,2025-08-06,SIMULATED_HISTORY,Nairobi,AGO,WATCH,NORMAL,31138.09,2951.76,28186.33,9.55,1,16000.0,0,CREATE_PIPELINE_BATCH
CP-0002533,2025-08-12,SIMULATED_HISTORY,Nairobi,AGO,WATCH,NORMAL,29623.34,2855.13,26768.21,9.38,1,16000.0,0,CREATE_PIPELINE_BATCH
CP-0002534,2025-08-14,SIMULATED_HISTORY,Nairobi,AGO,HEALTHY,LOADING_BAY_OUTAGE;UNPLANNED_PUMP_FAILURE,39865.14,2965.98,36899.16,12.44,0,0.0,0,HOLD/RESCHEDULE_DUE_TO_OUTAGE
CP-0002535,2025-08-18,SIMULATED_HISTORY,Nairobi,AGO,WATCH,NORMAL,28776.18,3047.92,25728.26,8.44,1,16000.0,0,CREATE_PIPELINE_BATCH
CP-0002536,2025-08-23,SIMULATED_HISTORY,Nairobi,AGO,WATCH,NORMAL,29849.52,2849.13,27000.4,9.48,1,16000.0,0,CREATE_PIPELINE_BATCH
CP-0002537,2025-08-28,SIMULATED_HISTORY,Nairobi,AGO,WATCH,NORMAL,30820.93,3191.61,27629.32,8.66,1,16000.0,0,CREATE_PIPELINE_BATCH
CP-0002538,2025-09-03,SIMULATED_HISTORY,Nairobi,AGO,WATCH,NORMAL,28707.59,2831.25,25876.34,9.14,1,16000.0,0,CREATE_PIPELINE_BATCH
CP-0002539,2025-09-08,SIMULATED_HISTORY,Nairobi,AGO,WATCH,NORMAL,30579.87,3079.14,27500.74,8.93,1,16000.0,0,CREATE_PIPELINE_BATCH
CP-0002540,2025-09-13,SIMULATED_HISTORY,Nairobi,AGO,HEALTHY,DATA_LATENCY_INCIDENT,31311.24,2657.08,28654.16,10.78,0,0.0,0,NONE
CP-0002541,2025-09-14,SIMULATED_HISTORY,Nairobi,AGO,WATCH,NORMAL,28654.16,2287.39,26366.78,11.53,1,16000.0,0,CREATE_PIPELINE_BATCH
CP-0002542,2025-09-19,SIMULATED_HISTORY,Nairobi,AGO,WATCH,NORMAL,30702.61,3075.12,27627.48,8.98,1,16000.0,0,CREATE_PIPELINE_BATCH
CP-0002543,2025-09-25,SIMULATED_HISTORY,Nairobi,AGO,WATCH,NORMAL,29866.54,2558.06,27308.48,10.68,1,16000.0,0,CREATE_PIPELINE_BATCH
CP-0002544,2025-10-01,SIMULATED_HISTORY,Nairobi,AGO,WATCH,NORMAL,29820.76,3198.87,26621.89,8.32,1,16000.0,0,CREATE_PIPELINE_BATCH
CP-0002545,2025-10-06,SIMULATED_HISTORY,Nairobi,AGO,WATCH,NORMAL,29922.36,3221.62,26700.73,8.29,1,16000.0,0,CREATE_PIPELINE_BATCH
CP-0002546,2025-10-07,SIMULATED_HISTORY,Nairobi,AGO,HEALTHY,LOADING_BAY_OUTAGE,26700.73,3338.96,39361.78,11.79,0,0.0,0,NONE
CP-0002547,2025-10-11,SIMULATED_HISTORY,Nairobi,AGO,WATCH,NORMAL,29159.59,3057.94,26101.66,8.54,1,16000.0,0,CREATE_PIPELINE_BATCH
